Number of planted biclusters: 52
Bicluster coverage: 12.922558922558922%
Missing values on dataset: 0.0%
Noise values on dataset: 2.5016835016835017%
Errors on dataset: 0.7037037037037037%


Bicluster #0 (75, 4)
Rows=[12,25,34,52,59,71,74,83,88,91,92,96,106,112,116,122,125,132,133,138,169,211,214,215,224,236,240,245,247,253,259,260,271,283,291,295,299,305,328,333,338,346,357,359,388,400,413,414,417,422,431,432,448,450,460,466,476,492,506,507,510,513,534,573,577,578,579,593,594,602,611,618,626,628,645], Columns=[43,73,77,142], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=6.67, %Errors=6, PlaidCoherency=Additive

X	y43	y73	y77	y142
x23	31.24	5.56	-18.59	-80.51
x37	-11.82	5.56	9.83	33.12
x38	55.69	-43.95	-32.77	15.2
x42	31.24	-95.39	9.83	15.2
x43	31.24	5.56	-89.53	15.2
x56	-72.9	-92.53	-96.01	15.2
x58	92.05	-76.72	9.83	-94.45
x81	31.24	78.4	9.83	15.2
x94	31.24	51.91	9.83	15.2
x96	31.24	5.56	9.83	15.2
x108	31.24	-87.44	9.83	15.2
x116	3.66	8.15	9.83	15.2
x127	31.24	5.56	9.83	15.2
x128	83.63	5.56	9.83	15.2
x133	31.24	5.56	9.83	15.2
x134	31.24	5.56	16.56	70.54
x151	31.24	5.56	-77.52	15.2
x155	31.24	-67.55	9.83	91.15
x159	31.24	-42	-10.31	15.2
x171	-0.4	-90.42	9.83	15.2
x176	-94.15	5.56	9.83	59.3
x181	31.24	5.56	9.83	15.2
x184	31.24	5.56	9.83	15.2
x187	-44.75	24.81	56.96	15.2
x202	-68.61	5.56	9.83	-20.01
x225	31.24	5.56	9.83	44.76
x226	31.24	5.56	9.83	70.27
x227	31.24	-58.78	83.89	-13.96
x229	31.24	-24.14	-31.48	15.2
x233	31.24	5.56	9.83	15.2
x234	31.24	69.41	66.63	-78.03
x246	31.24	-65.57	-44.71	100
x252	31.24	5.56	9.83	15.2
x262	-8.58	5.56	-26.73	15.2
x272	-2.5	5.56	9.83	-67.93
x287	31.24	5.56	6.99	6.57
x298	31.24	-98.34	-36.54	-86.59
x302	31.24	5.56	48.57	15.2
x317	31.24	5.56	36.74	-41.73
x323	-43.45	5.56	8.68	15.2
x324	31.24	20.88	-30.95	15.2
x336	31.24	5.56	-88.94	-91.94
x359	-52.56	46.03	9.83	54.22
x389	31.24	8.05	9.83	15.2
x394	31.24	-27.16	78.66	15.2
x404	31.24	-82.14	31.38	15.2
x424	31.24	5.56	9.83	15.2
x430	31.24	-64.36	63.64	15.2
x452	-33.66	-99.65	9.83	87.39
x462	31.24	5.56	-2.1	-68.49
x469	31.24	5.56	9.29	15.2
x472	31.24	5.82	29.55	-97.45
x478	31.24	5.56	50.46	55.16
x486	31.24	5.56	19.15	15.2
x490	-63.94	-89.14	9.83	15.2
x496	-21.47	5.56	35.31	15.2
x498	31.24	99.69	9.83	15.2
x502	-12.97	5.56	9.83	15.2
x531	31.24	5.56	-21.31	15.2
x556	-96.88	-94.93	64.54	15.2
x568	31.24	5.56	9.83	15.2
x585	89.8	-22.99	9.83	15.2
x586	31.24	5.56	-72.91	-81.04
x611	66.43	5.56	-6.48	73.14
x618	31.24	5.56	9.83	15.2
x620	-33.41	5.56	-95.92	-40.11
x621	3.36	75.23	9.83	22.79
x623	-9.37	5.56	9.83	15.2
x626	-81.25	26.95	9.83	15.2
x639	39.89	5.56	9.83	15.2
x643	31.24	-97.72	9.83	58.51
x648	31.24	5.56	9.83	87.48

Bicluster #16 (76, 4)
Rows=[13,22,25,26,29,42,66,76,82,96,99,117,121,124,128,142,147,148,152,158,167,173,175,177,184,190,191,206,208,214,215,217,220,224,228,237,242,248,252,292,307,308,318,346,351,356,375,408,431,433,435,447,448,451,466,470,471,487,492,513,530,532,535,550,572,584,591,595,600,609,621,622,642,645,652,656], Columns=[31,72,114,177], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=33.55, %Errors=5.59, PlaidCoherency=Additive

X	y31	y72	y114	y177
x13	8.25	-77.55	62.3	-65.55
x22	-13.65	-77.55	51.49	-65.55
x25	2.56	-6.6	62.3	-65.55
x26	97.4	-77.55	62.3	-65.55
x29	-85.14	-77.55	62.3	83.41
x42	2.56	-38.33	62.3	-65.55
x66	-63.26	-77.55	9.99	-65.55
x76	2.35	-77.55	49.29	-65.55
x82	2.56	-100	62.3	-65.55
x96	2.56	-77.55	62.3	-65.55
x99	2.56	-77.55	100	-33.37
x117	2.56	-45.14	-59.15	-65.55
x121	2.56	-77.55	100	-49.16
x124	2.56	-8.25	-1.5	-65.55
x128	2.56	-77.55	62.3	-52.59
x142	2.56	-77.55	62.3	-65.55
x147	-80.94	-67.32	100	-65.55
x148	-23.25	-77.55	76.52	-65.55
x152	2.56	-77.55	62.3	-62.76
x158	2.56	-29.93	62.3	-65.55
x167	71.77	-0.24	100	-61.81
x173	-98.32	-82.91	62.3	-65.55
x175	15.5	-77.55	100	-93.99
x177	45.85	-8.49	66.97	-65.55
x184	2.84	-77.55	62.3	20.41
x190	-77.08	-100	35.71	-65.55
x191	-87.58	-77.55	62.3	-65.55
x206	2.56	-100	62.3	-65.55
x208	-71.82	-77.55	62.3	-96.73
x214	2.56	52.62	100	-65.55
x215	2.56	-100	62.69	-65.55
x217	27.11	-77.55	62.3	-65.55
x220	2.56	-77.55	60.44	44.85
x224	93.21	-77.55	62.3	-65.55
x228	2.56	-77.55	62.3	-65.55
x237	2.56	-6.85	62.3	-94.42
x242	2.56	-77.55	62.3	-100
x248	2.56	-77.55	62.3	-65.55
x252	-16.75	-77.55	100	-65.55
x292	68.61	-71.5	-86.97	-65.55
x307	2.56	-5.91	62.3	-65.55
x308	2.56	-77.55	62.3	-65.55
x318	2.56	-77.55	62.3	-100
x346	2.56	-34.46	62.3	-67.11
x351	2.56	-77.55	100	-98.31
x356	2.56	-77.55	100	24.73
x375	63.54	-15.42	62.3	-65.55
x408	2.56	-77.55	62.3	-65.55
x431	5.82	-13.94	62.3	9.08
x433	2.56	-77.55	15.06	-65.55
x435	63.18	-77.55	-52.83	-65.55
x447	2.56	-77.55	62.3	-65.55
x448	36.6	-77.55	45.49	-65.55
x451	2.56	-100	-52.16	-65.55
x466	2.56	-77.55	100	-100
x470	2.56	-77.55	77.03	-65.55
x471	85.48	-77.55	62.3	-65.55
x487	-14.24	-77.55	-89.65	79.1
x492	2.56	-77.55	62.3	-65.55
x513	2.56	-77.55	62.3	-65.55
x530	2.56	-100	62.3	-65.55
x532	2.56	-77.55	62.3	-0.29
x535	2.56	-77.55	62.3	-100
x550	-54.95	-77.55	62.3	-65.55
x572	13.02	78.68	48.7	-65.55
x584	2.56	-77.55	62.3	-79.64
x591	2.56	-77.55	62.3	-100
x595	2.56	-77.55	100	51.26
x600	2.56	-100	-16.44	-65.55
x609	2.56	-1.04	62.3	-65.55
x621	85.51	-25.08	62.3	-65.55
x622	2.56	-100	-87.55	18.56
x642	-10.95	-100	62.3	20.03
x645	2.56	-77.55	55.53	-22.09
x652	2.56	-77.55	62.3	-65.55
x656	2.56	-77.55	100	-26.41

Bicluster #17 (74, 4)
Rows=[9,20,21,50,52,61,63,87,106,123,127,129,139,140,148,175,178,180,183,192,203,206,208,210,211,217,223,228,230,240,241,246,254,275,287,292,294,296,324,327,334,337,345,362,375,378,387,389,392,398,411,439,440,442,443,449,450,465,467,480,491,499,508,527,576,594,600,603,608,623,643,645,647,653], Columns=[21,62,106,178], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=1.01, %Errors=7.09, PlaidCoherency=Additive

X	y21	y62	y106	y178
x9	-63.11	-56.41	-55.22	-56.1
x20	-63.11	-56.41	-55.22	-56.1
x21	-63.11	-56.41	-55.22	69.38
x50	-63.11	-56.41	-55.22	-56.1
x52	49.4	-56.41	-55.22	-56.1
x61	-63.11	-56.41	98.81	-56.1
x63	-63.11	-56.41	-55.22	-56.1
x87	-63.11	-56.41	-55.22	-56.1
x106	-63.11	-56.41	-55.22	39.1
x123	-63.11	-56.41	-55.22	-56.1
x127	-63.11	-56.41	-55.22	-56.1
x129	-63.11	-56.41	48.79	-56.1
x139	-63.11	-56.41	-55.22	-56.1
x140	-63.11	-56.41	-55.22	-56.1
x148	-63.11	-56.41	-55.22	-56.1
x175	-63.11	-56.41	-55.22	-56.1
x178	-63.11	-56.41	-55.22	-56.1
x180	-63.11	-56.41	-55.22	-56.1
x183	-63.11	-56.41	-55.22	-56.1
x192	-63.11	-56.41	-55.22	-56.1
x203	-63.11	-56.41	58	-56.1
x206	-63.11	-56.41	-55.22	-56.1
x208	-63.11	-56.41	-55.22	-56.1
x210	-63.11	-56.41	-55.22	-56.1
x211	-63.11	-56.41	-55.22	-56.1
x217	-63.11	94.37	11.84	-56.1
x223	-63.11	-56.41	-55.22	-56.1
x228	-63.11	-56.41	-55.22	-56.1
x230	-63.11	-56.41	-55.22	-56.1
x240	-63.11	-56.41	-55.22	-56.1
x241	-63.11	-56.41	-55.22	-56.1
x246	-63.11	-56.41	88.5	52.55
x254	-63.11	-56.41	-55.22	-56.1
x275	-63.11	-56.41	-55.22	-56.1
x287	-63.11	-56.41	-55.22	-56.1
x292	-63.11	45.89	-55.22	-56.1
x294	-63.11	-56.41	-55.22	-56.1
x296	97.66	-56.41	-55.22	-56.1
x324	-63.11	-56.41	-55.22	-56.1
x327	-63.11	-56.41	-55.22	-56.1
x334	-63.11	-56.41	-55.22	-56.1
x337	-63.11	-56.41	-55.22	-56.1
x345	-63.11	-56.41	-55.22	-56.1
x362	-63.11	-56.41	-55.22	-56.1
x375	-63.11	-56.41	-55.22	-56.1
x378	-63.11	-56.41	-55.22	-56.1
x387	-63.11	-56.41	-55.22	-56.1
x389	-63.11	-56.41	-55.22	-56.1
x392	-61.24	43.74	-39.89	-56.1
x398	-63.11	-56.41	-55.22	-56.1
x411	-63.11	-56.41	-55.22	63.97
x439	-63.11	-56.41	-55.22	-56.1
x440	-63.11	-56.41	-55.22	-56.1
x442	-63.11	71.12	-55.22	-56.1
x443	-63.11	-56.41	-55.22	-56.1
x449	-63.11	-56.41	-55.22	86.17
x450	-63.11	-56.41	-55.22	-56.1
x465	-63.11	-56.41	-55.22	-56.1
x467	-63.11	57.7	-55.22	-56.1
x480	-63.11	-56.41	-55.22	-56.1
x491	-63.11	-56.41	-55.22	-56.1
x499	70.93	-56.41	-55.22	-56.1
x508	-63.11	-56.41	-55.22	-56.1
x527	-63.11	-56.41	-55.22	-56.1
x576	-63.11	-56.41	-55.22	-56.1
x594	-63.11	-56.41	-55.22	-56.1
x600	-63.11	-56.41	-55.22	-56.1
x603	-63.11	-56.41	-55.22	75.28
x608	-63.11	-56.41	-55.22	-56.1
x623	-63.11	-56.41	-55.22	-56.1
x643	-63.11	-56.41	-55.22	-56.1
x645	71.39	62.19	-55.22	-56.1
x647	44.91	-56.41	-55.22	-56.1
x653	-63.11	-56.41	-55.22	-56.1

Bicluster #18 (72, 4)
Rows=[18,30,35,36,41,58,59,75,88,112,113,132,133,143,150,151,155,162,167,170,173,175,204,206,207,210,223,225,234,239,265,282,311,319,323,330,349,364,369,370,406,437,438,451,455,464,480,484,492,493,504,507,527,539,540,543,546,568,571,584,592,605,610,619,626,629,631,641,646,648,650,655], Columns=[16,20,28,71], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=25.35, %Errors=8.68, PlaidCoherency=Additive

X	y16	y20	y28	y71
x18	-32.17	100	3.96	78.33
x30	-32.17	82.15	3.96	91.97
x35	-32.17	58.87	3.96	64.75
x36	-32.17	58.87	-63.86	24.14
x41	-32.17	58.87	96.18	24.14
x58	-32.17	89.75	3.96	24.14
x59	9.3	58.87	86.41	24.14
x75	-32.17	100	-54.34	24.14
x88	89.14	58.87	-87.9	22.72
x112	-32.17	58.87	3.96	24.14
x113	-32.17	58.87	3.96	24.14
x132	-100	58.87	3.96	24.14
x133	72.44	58.87	3.96	24.14
x143	-32.17	58.87	3.96	100
x150	-32.17	58.87	97.63	24.14
x151	-32.17	81.85	-94.94	24.14
x155	-32.17	58.87	-17.33	28.47
x162	19.57	-41.34	3.96	41.15
x167	46.16	58.87	3.96	24.14
x170	-32.17	58.87	94.25	24.14
x173	-32.17	58.87	3.96	57.04
x175	-32.17	58.87	3.96	69.23
x204	-17.76	58.87	3.96	24.14
x206	-32.17	-54.08	3.96	-69.11
x207	-32.17	-61.02	3.96	24.14
x210	-32.17	52.46	3.96	24.14
x223	-32.17	100	3.96	-82.78
x225	-32.17	58.87	3.96	-77.88
x234	-45.18	7.88	3.96	24.14
x239	-32.17	100	3.96	-28.21
x265	-32.17	58.87	-88.92	42.32
x282	-32.17	-24.46	33.02	24.14
x311	-32.17	58.87	-88.05	24.14
x319	-32.17	58.87	-2.96	-70.51
x323	-38.63	58.87	3.96	24.14
x330	85	58.87	79.48	24.14
x349	-32.17	-84.98	71.56	24.14
x364	-100	58.87	3.96	-16.53
x369	-51.37	58.87	12.68	24.14
x370	-32.17	17.46	3.96	49.72
x406	-32.17	35.26	3.96	24.14
x437	-32.17	58.87	3.96	-35.01
x438	-32.17	58.87	3.96	24.14
x451	-32.17	-61.1	3.96	24.14
x455	-28.08	58.87	36.23	24.14
x464	25.03	58.87	-87.27	-5.47
x480	-32.17	58.87	3.96	-93.28
x484	-32.17	37.48	3.96	-25.61
x492	-32.17	58.87	3.96	24.14
x493	-32.17	58.87	3.96	24.14
x504	-32.17	-92.44	3.96	24.14
x507	-32.17	77.72	3.96	24.14
x527	-32.17	58.87	3.96	24.14
x539	51.53	58.87	3.96	24.14
x540	-32.17	58.87	3.96	24.14
x543	-32.17	58.87	-77.92	24.14
x546	-32.17	58.87	3.96	24.14
x568	-100	58.87	3.96	24.14
x571	-32.17	58.87	-90.48	24.14
x584	-100	58.87	-8.37	24.14
x592	-32.17	-57.98	3.96	24.14
x605	-32.17	58.87	3.96	24.14
x610	-99.03	58.87	38.38	24.14
x619	11.21	58.87	3.96	24.14
x626	-32.17	58.87	-19.76	24.14
x629	-32.17	58.87	3.96	24.14
x631	-32.17	76.81	71.93	24.14
x641	-46.75	4.46	66.62	24.14
x646	42.13	92.91	3.96	24.14
x648	-32.17	100	-26.67	-24.04
x650	-32.17	-95.04	-75.49	24.14
x655	-19.96	58.87	3.96	46.13

Bicluster #19 (70, 4)
Rows=[0,14,16,37,39,42,46,57,60,66,73,77,78,88,93,99,111,140,148,154,156,160,170,177,178,181,207,213,215,216,221,225,251,259,266,281,300,319,325,326,327,340,341,373,375,388,416,418,421,430,459,483,484,491,501,523,532,538,552,553,562,570,573,580,604,610,622,631,639,651], Columns=[19,91,137,152], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=22.14, %Errors=6.43, PlaidCoherency=Additive

X	y19	y91	y137	y152
x0	-87.15	-33.62	29	-38.46
x14	24.84	90.05	32.85	59.16
x16	24.84	-33.62	29	-89.58
x37	24.84	-33.62	29	-89.58
x39	24.84	47.6	29	-89.58
x42	24.84	-33.62	-63.04	-89.58
x46	24.84	-33.62	29	-89.58
x57	-77.8	-100	29	-46.55
x60	24.84	97.4	29	-89.58
x66	24.84	-33.62	29	7.11
x73	24.84	-96	29	-100
x77	24.84	46.76	29	-89.58
x78	-64.68	-33.62	-91.49	-89.58
x88	-0.27	-33.62	29	-89.58
x93	24.84	-33.62	-85.36	-89.58
x99	89.65	-33.62	29	-89.58
x111	24.84	-33.62	29	-89.58
x140	-70.93	8.43	-44.12	-67.37
x148	24.84	-33.62	40.08	-89.58
x154	24.84	-33.62	29	-89.58
x156	24.84	-33.62	29	-89.58
x160	-99.75	-43.29	29	-100
x170	24.84	-33.62	29	-35.54
x177	24.84	-33.62	29	-89.58
x178	24.84	-33.77	100	-89.58
x181	24.84	-33.62	29	-89.58
x207	-63.08	-33.62	29	-100
x213	24.84	-33.62	29	-100
x215	24.84	-33.62	59.57	-89.58
x216	22.56	-5.8	68.23	-89.58
x221	24.84	-33.62	-34.78	-89.58
x225	24.84	-33.62	29	-89.58
x251	24.84	-33.62	29	-89.58
x259	-97.87	-33.62	29	-89.58
x266	62.04	-33.62	29	-100
x281	24.84	-33.62	29	-89.58
x300	24.84	-33.62	29	-89.58
x319	22.67	-100	29	-89.58
x325	100	-100	29	-100
x326	24.84	-33.62	29	-89.58
x327	24.84	-33.62	29	-89.58
x340	28.61	-33.62	71.84	-100
x341	24.84	11.32	29	-100
x373	24.84	-33.62	10.49	-58.32
x375	24.84	-33.62	29	-89.58
x388	24.84	-33.62	29	-89.58
x416	24.84	-33.62	29	-89.58
x418	24.84	-65.74	29	-89.58
x421	100	-33.62	29	-89.58
x430	24.84	55.87	29	-89.58
x459	24.84	-47.52	52.08	46.45
x483	24.84	76.44	29	-89.58
x484	22.16	-33.62	29	-89.58
x491	24.84	50.96	33.06	-89.58
x501	24.84	-33.62	24.01	-96.79
x523	24.84	-3.13	29	-3.12
x532	24.84	-33.62	29	-89.58
x538	24.84	-18.79	29	-89.58
x552	24.84	-33.62	-93.04	-89.58
x553	24.84	-33.62	29	71.73
x562	-4.16	-33.62	29	-19.05
x570	24.84	-33.62	29	-89.58
x573	24.84	-33.62	29	66.18
x580	24.84	-33.62	29	-89.58
x604	24.84	-33.62	29	-89.58
x610	24.84	-33.62	29	-100
x622	-71.91	-33.62	29	-100
x631	82.91	-33.62	29	-89.58
x639	14.59	-33.62	29	-89.58
x651	24.84	-33.62	-12.83	-89.58

Bicluster #20 (76, 4)
Rows=[1,6,7,15,25,41,66,70,71,75,82,88,104,106,108,111,112,120,134,140,154,161,170,171,172,175,193,196,202,205,207,209,219,220,232,242,259,270,272,284,286,303,322,327,376,385,389,392,397,411,412,434,446,466,489,492,503,513,514,531,548,553,557,559,564,565,566,569,578,599,617,624,649,651,652,658], Columns=[32,124,162,171], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=3.62, %Errors=3.95, PlaidCoherency=Additive

X	y32	y124	y162	y171
x1	-37.21	0.64	-16.91	-2.15
x6	-37.21	0.64	-16.91	-2.15
x7	21.62	0.64	-16.91	-2.15
x15	-37.21	0.64	-16.91	-2.15
x25	-37.21	0.64	-16.91	-2.15
x41	-37.21	0.64	80.38	-2.15
x66	-37.21	0.64	-16.91	-2.15
x70	-37.21	0.64	-16.91	-2.15
x71	-37.21	0.64	-16.91	-2.15
x75	-37.21	0.64	-16.91	-2.15
x82	-37.21	0.64	-16.91	-2.15
x88	-76.4	0.64	-16.91	-2.15
x104	-37.21	0.64	-16.91	-2.15
x106	-37.21	0.64	-16.91	-2.15
x108	-37.21	0.64	-16.91	-2.15
x111	-37.21	0.64	-72.04	-2.15
x112	-37.21	0.64	-16.91	-2.15
x120	-37.21	0.64	-16.91	25.15
x134	-37.21	0.64	-16.91	-2.15
x140	-37.21	-97.15	-16.91	-2.15
x154	-37.21	0.64	-16.91	-2.15
x161	-37.21	0.64	-16.91	-2.15
x170	-37.21	0.64	-16.91	-2.15
x171	-37.21	0.64	-14.42	-2.15
x172	-37.21	0.64	81.91	-2.15
x175	-37.21	0.64	-16.91	-20.37
x193	-37.21	0.64	-16.91	-2.15
x196	-37.21	0.64	-16.91	-2.15
x202	-37.21	0.64	-48.77	-2.15
x205	-37.21	0.64	-16.91	-2.15
x207	-37.21	0.64	-16.91	-2.15
x209	-37.21	0.64	-16.91	-2.15
x219	-37.21	0.64	-16.91	-2.15
x220	-37.21	0.64	-16.91	-2.15
x232	-37.21	0.64	-16.91	-2.15
x242	-37.21	0.64	-16.91	-2.15
x259	-37.21	0.64	-16.91	-2.15
x270	79.98	0.64	-16.91	-2.15
x272	-37.21	0.64	-16.91	-2.15
x284	-37.21	0.64	-16.91	-2.15
x286	-37.21	0.64	-16.91	-2.15
x303	-37.21	0.64	-16.91	-2.15
x322	-37.21	0.64	-16.91	-2.15
x327	-37.21	0.64	-16.91	-2.15
x376	-37.21	0.64	-16.91	-2.15
x385	-37.21	0.64	-16.91	-2.15
x389	-37.21	0.64	-37.14	-2.15
x392	-37.21	0.64	-16.91	-2.15
x397	-37.21	0.64	-16.91	-2.15
x411	-37.21	0.64	-16.91	-2.15
x412	-37.21	0.64	-16.91	-94.33
x434	-37.21	0.64	-16.91	-2.15
x446	-37.21	0.64	-16.91	-2.15
x466	-37.21	0.64	97.27	-2.15
x489	-37.21	0.64	-16.91	-2.15
x492	-37.21	0.64	-16.91	-2.15
x503	-37.21	0.64	-16.91	-2.15
x513	-37.21	0.64	-16.91	-2.15
x514	67.34	0.64	-16.91	-2.15
x531	-37.21	0.64	-16.91	-2.15
x548	-37.21	0.64	-16.91	-68.4
x553	-37.21	0.64	-16.91	-2.15
x557	-37.21	0.64	-16.91	-2.15
x559	-37.21	0.64	-16.91	-2.15
x564	-37.21	0.64	-16.91	-2.15
x565	-37.21	0.64	-16.91	-2.15
x566	-37.21	0.64	-16.91	-2.15
x569	-37.21	-96.64	-17.17	-2.15
x578	-37.21	0.64	-16.91	-2.15
x599	-37.21	0.64	-16.91	-2.15
x617	-37.21	-51.8	-16.91	92.11
x624	81.39	0.64	-16.91	-99.37
x649	-37.21	0.64	-16.91	-2.15
x651	-37.21	0.64	-16.91	-2.15
x652	-37.21	0.64	-16.91	-2.15
x658	-37.21	96.56	-16.91	-2.15

Bicluster #21 (74, 4)
Rows=[6,29,38,43,50,53,66,67,69,94,106,127,132,159,175,187,192,198,202,207,221,222,229,232,234,237,238,251,258,277,290,291,295,300,312,317,324,332,340,346,347,361,368,377,380,395,398,426,430,457,461,466,468,484,487,492,497,508,514,519,535,585,591,601,604,605,606,608,609,626,629,639,641,642], Columns=[37,125,132,174], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=19.93, %Errors=1.69, PlaidCoherency=Additive

X	y37	y125	y132	y174
x6	100	-23.51	66.45	97.19
x29	100	-45.56	66.45	88.81
x38	45.74	-45.56	66.45	88.81
x43	45.74	-54.23	66.45	88.81
x50	13.29	-45.56	66.45	88.81
x53	45.74	-12.21	100	88.81
x66	60.22	39.52	66.45	57.89
x67	45.74	-100	66.45	88.81
x69	45.74	-96.85	66.45	88.81
x94	45.74	0.78	66.45	88.81
x106	45.74	-45.56	66.45	88.81
x127	84.36	-45.56	66.45	88.81
x132	45.74	-45.56	66.45	88.81
x159	45.74	-45.56	66.45	100
x175	45.74	-45.56	66.45	88.81
x187	45.74	-45.56	66.45	100
x192	-2.14	-45.56	66.45	88.81
x198	45.74	-45.56	66.45	88.81
x202	45.74	-45.56	26.15	88.81
x207	45.74	-45.56	66.45	88.81
x221	45.74	-45.56	10.29	88.81
x222	45.74	55.53	66.45	88.81
x229	-41.01	-45.56	66.45	88.81
x232	45.74	-45.56	66.45	88.81
x234	45.74	-45.56	66.45	100
x237	45.74	-45.56	3.49	88.81
x238	45.74	-45.56	66.45	88.81
x251	45.74	-45.56	66.45	88.81
x258	45.74	-45.56	66.45	88.81
x277	45.74	-45.56	10.59	88.81
x290	45.74	-45.56	66.45	88.81
x291	45.74	-45.56	66.45	88.81
x295	32.78	-45.56	66.45	88.81
x300	45.74	-45.56	66.45	30.48
x312	99.67	-45.56	66.45	88.81
x317	-37.61	-45.56	66.45	88.81
x324	45.74	-45.56	66.45	88.81
x332	45.74	-59.52	66.45	88.81
x340	100	-45.56	66.45	4.93
x346	45.74	-45.56	66.45	88.81
x347	45.74	-45.56	66.45	88.81
x361	45.74	-45.56	66.45	88.81
x368	45.74	-45.56	66.45	88.81
x377	45.74	-100	66.45	100
x380	45.74	-45.56	66.45	88.81
x395	45.74	-45.56	66.45	88.81
x398	45.74	-51.76	66.45	88.81
x426	45.74	-45.56	66.45	88.81
x430	45.74	-45.56	66.45	66.13
x457	45.74	-45.56	66.45	88.81
x461	45.74	-45.56	66.45	88.81
x466	45.74	-3.18	100	54.44
x468	45.74	-45.56	66.45	100
x484	45.74	-26.35	-48.97	88.81
x487	45.74	-45.56	87.38	88.81
x492	100	-45.56	66.45	88.81
x497	45.74	-45.56	66.45	88.81
x508	-11.26	-45.56	19.88	88.81
x514	100	-45.56	66.45	88.81
x519	45.74	-45.56	100	88.81
x535	1.09	-45.56	66.45	88.81
x585	45.74	-45.56	66.45	0.32
x591	45.74	-45.56	66.45	100
x601	45.74	-88.29	-80.16	100
x604	5.3	-100	66.45	88.81
x605	45.74	96.55	66.45	88.81
x606	45.74	-45.56	66.45	88.81
x608	45.74	-45.56	66.45	88.81
x609	45.74	-45.56	66.45	88.81
x626	44.64	-63.98	100	-5.22
x629	100	-45.56	66.45	100
x639	45.74	-45.56	66.45	88.81
x641	45.74	-45.56	66.45	88.81
x642	-3.38	-45.56	66.45	88.81

Bicluster #22 (73, 4)
Rows=[2,17,18,26,45,60,61,69,71,82,105,111,123,128,148,150,162,202,204,209,210,219,226,229,238,243,246,249,257,259,262,263,273,279,290,301,306,314,315,316,321,343,354,360,380,391,393,400,401,421,430,454,456,458,459,467,474,494,495,497,501,538,544,550,551,555,561,606,616,626,647,648,649], Columns=[14,41,87,150], RowPattern=Constant, ColumnPattern=None, %Missings=0, %Noise=19.86, %Errors=7.88, PlaidCoherency=Additive

X	y14	y41	y87	y150
x2	-83.9	-74.1	-42.64	77.29
x17	-83.9	84.15	-71.25	77.29
x18	-83.9	84.15	-42.64	77.29
x26	-66.54	84.15	-42.64	77.29
x45	-91.29	84.15	-37.73	-1.78
x60	-83.9	84.15	-42.64	77.29
x61	-83.9	84.15	-42.64	3.69
x69	-83.9	84.15	-42.64	77.29
x71	-83.9	84.15	43.69	77.29
x82	-100	84.15	-42.64	89.55
x105	-83.9	84.15	-42.64	77.29
x111	-83.9	30.05	-42.64	77.29
x123	-83.9	84.15	-18.94	77.29
x128	-83.9	84.15	-42.64	-37.89
x148	-83.9	100	-42.64	77.29
x150	89.3	84.15	91.35	77.29
x162	21.48	84.15	-42.64	77.29
x202	-83.9	84.15	-42.64	77.29
x204	-83.9	84.15	-42.64	71.46
x209	-83.9	-94.26	-42.64	77.29
x210	-83.9	84.15	85.94	77.29
x219	-83.9	84.15	-42.64	77.29
x226	-83.9	84.15	-63.01	77.29
x229	69.52	84.15	4.59	-74.28
x238	-83.9	84.15	-42.64	77.29
x243	-52.64	100	-42.64	72.24
x246	-83.9	84.15	-42.64	100
x249	-83.9	84.15	36.61	77.29
x257	-83.9	84.15	-42.64	77.29
x259	-83.9	84.15	-42.64	77.29
x262	-60.09	84.15	-42.64	77.29
x263	-83.9	84.15	-42.64	100
x273	-83.9	84.15	-42.64	77.29
x279	-77.66	84.15	-42.64	-5.14
x290	-83.9	84.15	-42.64	12.99
x301	-83.9	84.15	-42.64	77.29
x306	-100	-5.71	-42.64	100
x314	96.43	84.15	-42.64	66.94
x315	-83.9	100	85.73	-92.08
x316	-42.18	84.15	-42.64	77.29
x321	-83.9	84.15	-42.64	77.29
x343	-83.9	84.15	-100	77.29
x354	-83.9	100	-42.64	10.24
x360	-83.9	84.15	-42.64	77.29
x380	-83.9	84.15	-42.64	77.29
x391	-83.9	84.15	-42.64	77.29
x393	-83.9	84.15	-42.64	77.29
x400	-4.62	84.15	-42.64	-45.62
x401	-83.9	84.15	-42.64	77.29
x421	-83.9	84.15	-42.64	77.29
x430	-83.9	84.15	-42.64	77.29
x454	-83.9	84.15	-100	77.29
x456	3.17	100	-42.64	77.29
x458	-83.9	37.86	-100	77.29
x459	-83.9	84.15	-42.64	-2.19
x467	-100	84.15	-42.64	77.29
x474	-83.9	-85.99	-65.64	77.29
x494	-15.66	84.15	-42.64	77.29
x495	-84.07	-11.05	21.4	77.29
x497	-83.9	84.15	61.13	47.43
x501	-83.9	84.15	-42.64	77.29
x538	-85.26	-30.2	-42.64	77.29
x544	59.98	95.18	-42.64	77.29
x550	-83.9	84.15	-42.64	77.29
