X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99	y100	y101	y102	y103	y104	y105	y106	y107	y108	y109	y110	y111	y112	y113	y114	y115	y116	y117	y118	y119	y120	y121	y122	y123	y124	y125	y126	y127	y128	y129	y130	y131	y132	y133	y134	y135	y136	y137	y138	y139	y140	y141	y142	y143	y144	y145	y146	y147	y148	y149	y150	y151	y152	y153	y154	y155	y156	y157	y158	y159	y160	y161	y162	y163	y164	y165	y166	y167	y168	y169	y170	y171	y172	y173	y174	y175	y176	y177	y178	y179
x561	11.33	-14.96	-34	-100	15.47	41.59	26.61	9.2	37.81	-62.07	1.3	10.23	45.08	62.75	-83.9	72.73	47.51	-68.49	33.63	-44.43	-97.79	43.03	25.89	49.25	73.31	10.61	42.15	-21.98	-8.65	11.91	-35.94	40.02	19.23	50.29	24.16	12.86	25.56	24.65	-29.74	-37.78	7.57	84.15	16.35	20.27	55.71	-23.54	34.75	50.48	43.46	-35.22	-98.37	-24.37	-37.43	-100	38.26	-38.01	26.74	28.61	13.15	-18.97	42.53	50.66	38.6	8.37	3.32	-30.96	-2.71	-3.7	-26.13	74.2	45.75	-9.07	-13.56	-5.67	-4.81	60.55	-6.56	41.52	7.82	-23.86	75.35	-22.94	-52.26	-19.05	2.23	52.52	34.94	-42.64	8.61	21.21	38.7	-14.67	27.83	-20.5	83.85	75.48	86.92	-76.38	-54.35	-0.22	23.26	-33.02	46.76	8.06	-59.23	45.66	80.8	61.92	-69.1	12.29	13.27	-1.5	63.32	15.97	-76.58	-7.42	-17.74	27.67	-12.84	42.75	94.65	-24	3.27	19.53	22.08	-37.39	9.41	-28.36	44.9	33.61	13.38	58.57	53.91	79.41	-0.27	27.25	-0.64	-8.06	-8.95	66.55	-25.06	-34.64	9.41	-40.18	26.18	-10.67	-5.41	-50.01	60.12	45.99	35.84	-0.56	-13.59	24.45	-83.04	-17.97	-18.67	51.64	65.97	22.9	34.16	-100	42.04	-57.66	-47.5	20.71	-93.12	92.24	85.03	4.32	-61.84	-38.39	22.85	18.08	12.44	26.18	-44.94	-23.9	-24.72	18.46
x562	-11.52	2.02	42.43	-38.05	-87.1	-44.27	-34.72	39.55	41.48	-51.34	-45.43	-8.67	9.07	-19.91	31.56	4.84	23.52	-9.99	-59.07	-4.16	-33.55	17.35	-24.91	88.79	20.53	56.58	-8.34	11.84	-37.51	28.31	-35.39	4.26	-65.66	45.4	-8.06	-9.17	-6.42	-60.88	33.73	17.86	-1.04	42.06	69.13	23.68	-79.99	59.08	65.59	-100	-60.43	61.97	1.74	35.34	-18.67	5.72	33.76	47.29	-100	11.14	77.59	-28.56	-49.19	-29.76	48.05	33.85	20.18	-7.54	-21.89	22.03	18.8	-53.92	23.79	-70.42	-25.84	58.04	91.58	-31.34	-23.47	18.49	-65.74	-81.06	-19.65	-62.47	88.12	15.86	8.34	9.06	-32.8	-7.84	33.79	31.84	-7.34	-33.62	100	-83.39	-23.11	-54.36	-15.99	-22.04	63.61	-31.28	-22.03	18.08	-71.88	21.01	-43.37	-33.32	-17.47	100	39.68	64.63	6.17	-8.81	28.21	-64.77	-26	41.1	20.32	60.93	62.31	6.32	-75.78	-42.54	42.82	-4.28	-47.22	19.02	3.84	30.53	40.88	-32.56	-2.94	-11.49	-3.8	37.77	34.53	-46.11	-5.42	29	-18.08	31.84	-16.87	60.42	34.46	-42.21	-8.37	3.42	46.13	19.23	2.84	41.41	57.47	8.15	-19.05	-5.79	-40.42	6.72	-39.99	-12.75	-9.07	37.18	71.88	-19.54	42.83	5.11	-35	-61.2	-36.03	-27.35	23.53	-0.36	-11.68	-98.86	-27.36	-67.85	26.2	65.51	-72.77	-38.81	-62.72	-37.63
x563	-42.58	-34.54	17.86	-1.84	-41.96	-67.09	-27.61	-70.26	17.95	-23.17	-19.12	13.06	-39.52	18.45	-44.48	-67.12	-3.07	29.87	-6.88	44.03	-38.69	24.12	0.35	9.85	13.9	-34.26	2.57	20.41	49.97	-11.6	32.89	43.12	-14.78	-46.29	-21.46	-34.29	-57.22	-13.11	15.59	38.16	-61.06	-16.69	23.59	33.97	22.65	-23.44	82.09	12.94	-1.66	-8.71	11.79	-25.09	11.94	-91.65	47.95	44.79	-40.82	38.56	40.37	3.91	42.53	30.77	-71.09	19.48	79.8	10.08	-27.29	64.65	28.02	16.9	14.92	13.22	76.22	-12.47	7.13	12.78	52.31	-30.71	-41.22	43.3	67.46	-55.06	-11.46	-75.9	-100	-9.65	-17.76	7.73	-49.88	45.37	58.83	-54.16	-13.08	14.63	12.31	-50.32	25.87	-18.35	20.42	0.33	-5.55	55.29	24.21	-70.58	-18.35	-2.89	38.99	-12.47	-40.73	-29.11	21.52	29.12	-19.7	25.77	-4.08	-66.92	89.17	24.92	1.09	13.3	-15.38	-27.98	-34.58	26.35	25.54	2.27	-41.43	5.07	-4.19	21.03	5.52	-59.5	31.48	45.75	-20.63	58.72	43.81	-100	-8.48	-89.8	82.67	-52.86	19.16	-45.6	46.21	54.74	33.94	-54.14	32.78	-55.42	-9.17	-48.92	-33.49	1.07	-26.94	-19.01	-72.36	-62.01	-76.54	-52.28	-15.09	92.57	11	18.89	-45.24	15.46	-73.82	-33.24	23.8	45.73	-15.59	-4.19	7.55	-7.9	-58.17	6.08	-40.42	61.52	80.62	-37.93
x564	-67.63	-18.06	95.27	-35.36	10.91	-30.16	60.7	-24.87	33.16	30.99	55.11	2.87	35.33	48.87	-54.04	41.53	-73.6	21.39	-72.64	-49.16	-38.69	6.31	84.38	-70.1	10.54	-50.85	-42.45	-9.19	8.85	29.64	59.35	2.83	-37.21	8.02	-78.37	-54.89	42.07	-21.78	-71.47	-25.52	-22.18	-28.24	-58.29	55.73	30.3	-33.51	-22.77	99.39	19.64	36.09	-4.79	-68.99	23.47	-9.9	70.66	27.17	9.88	29.16	13.15	18.83	-36.73	27.03	-20.07	-46.27	-3.95	45.48	-34.54	-60.72	73.69	-8.37	31.33	-37.23	-28.14	2.69	-57.25	-15.39	-17.58	-62.6	46.85	-94.52	19.43	-28.31	30.79	-9.84	-89.37	65.51	-1.12	18.07	26.98	24.33	-35.52	-16.9	46.25	-99.53	-10.57	0.8	-15.56	-18.33	-41.77	-13.37	7.47	-29.23	-47.84	-83.11	-25.56	-53.89	15.03	7.97	-30.37	-59.25	25.06	77.35	9.03	74.87	37.45	50.04	11.06	-13.21	-42.35	-39.33	-88.62	-21.92	21.47	30.45	0.64	77.37	51.36	4.3	-3.51	32.43	-40.99	-55.12	-54.3	2.09	18.58	5.7	8.17	-4.01	-8.95	-5.59	82.67	-8.63	-100	52.46	-28.82	38.46	90.25	17.58	-34.08	-5.64	-29.52	2.93	-21.71	-6.14	-26.94	-6.78	87.43	-0.85	-10.47	-13.03	46.33	92.57	-16.91	-31.64	-7.13	18.07	-81.46	-36.42	5.19	-6.2	19.42	-2.15	-30.82	14.83	12.16	-19.07	-11.56	7.37	-4.61	100
x565	-33.85	-4.13	4.04	55.24	1.18	100	-19.06	3.77	-4.55	-54.07	-27.28	18.4	-23.96	20.13	46.18	-26.06	52.03	42.22	-16.79	92.81	-38.26	-72.26	15.62	62.02	-7.74	3.49	33.63	-100	50.67	33.28	-53.31	10.46	-37.21	14.09	14.78	56.28	53.92	-51.83	-29.85	2.74	-54.09	-57.12	52.94	-8.7	-0.37	-37.64	-12.37	-83.93	91.18	-59.53	-48.16	23	23.22	-30.45	-48.54	-9.41	18.18	24.43	36.96	-2.84	-10.35	-86.99	11.09	-65.59	55.4	-33.84	-17.76	46.23	-15.44	11.43	67	23.64	-14.96	-51.47	91.58	20	15.29	30.58	42.98	85.05	-55.05	-45.69	-6.72	-9.84	6.65	11.96	-32.43	-13.2	47.13	-37.28	-35.52	58.41	-65.27	3.47	-0.17	-42.61	-17.63	-34.33	0.8	-66.59	38.25	-11.38	79.82	12.42	44.57	-52.04	60.76	-54.94	22.19	13.71	-2.65	39.75	28.21	-8.6	34.43	-57.02	64.65	-60.18	14.13	-82.01	-4.44	-42.54	42.82	-46.36	0.64	41.45	51.84	-10.17	11.91	62.44	-54.75	-31.06	27.22	-16.44	-1.1	14.8	-8.67	-23.76	-33.4	3.45	4.2	34.53	77.45	-37.89	-2.08	58.54	-36.72	-11.91	-16.7	0.18	79.36	-42.09	-13.18	40.12	-52.9	22.73	77.8	8.4	-5.27	32.64	52.97	61.61	-16.91	-29.96	-4.35	-3.05	74.12	-5.73	69.17	-23.22	-1.52	-2.15	21.04	-1.48	1.18	54.82	-0.65	-5.86	-11	21.88
x566	-53.73	-5.41	24.72	-96.06	15.06	38.09	42.67	-25.63	55.1	34.94	-62.31	-85.7	-9.66	46.82	38.73	-30.02	-26.29	-12.68	-15.16	-29.88	26.07	-33.73	7.46	-33.6	-59.03	48.47	-23.02	63.07	-14.4	27.05	28.44	-4.7	-37.21	78.06	-21.65	-23.41	-34.67	71.29	-33.57	-13.25	18.58	-44.81	32.05	44.45	-2.87	0.17	52.49	38.77	-47.06	14.81	37.2	12.61	-40.95	7.32	19.54	-22.79	19.62	-25.58	48.09	-27.6	34.21	52.09	-59.82	-39.88	-54.54	-69.67	44.41	56.1	13.04	35.17	-13.25	15.41	1.75	-0.03	-20.65	-24.9	51.16	-2	94.27	-1.83	-86.77	-77.97	98.8	9.34	-9.24	-60.43	22.93	34.82	22.33	98.41	-50.46	-32.24	24.07	-46.76	-0.16	33.81	-22.05	-23.63	-60.92	-52.79	4.86	-6.98	-77.07	75.32	21.99	-3.76	7.49	5.18	-0.16	-100	-7	-30.72	78.57	8.63	58	-58.66	-29.28	-37.09	-23.22	61.89	18.39	2.53	-16.62	-4.01	0.64	5.64	10.29	-29.54	-5.21	-8.13	-44.74	-18.18	-52.42	95.58	-32.64	-26.29	-4.21	37.27	-16.64	16.35	-4.83	44.05	7.23	14.37	-42.21	2.56	-20.17	-20.96	10.66	-4.89	-11.9	-55.25	-1.15	-75.35	5.51	63.32	-8.35	-24.13	-5.29	-15.67	-10.85	69.23	-16.91	-18.78	-6.54	6.53	-19.77	-17.23	74.4	-45.66	-51.81	-2.15	-16.69	-11.37	74.58	69.25	-38.97	-50.11	11.3	7.04
x567	-24	-36.07	31.76	47.85	4.49	-44.27	23.04	-71.59	10.56	15.87	23.75	-27.46	41.58	-82.02	-31.82	-27.78	68.6	16.78	13.6	26.47	5.56	43.3	-63.92	-21.5	-11.98	-19.06	44.46	19.59	56.09	-34.32	50.39	3.19	-56.25	74.71	26.82	17.02	37.8	73.72	44.55	15.57	-1.19	-10.09	27.29	-13.54	32.67	-10.81	3.76	-11.82	2.83	2.25	-40.4	47.5	37.82	-46.19	40.5	6.4	-48.06	-60.01	1.48	-30.15	-13.03	-8.77	19.03	-87.79	43.19	-49.89	-10.08	41.3	73.69	33.27	31.33	17.24	-15.47	42.47	91.58	-9.23	-42.15	49.33	32.85	-39.83	38.98	-14.92	5.88	-25.67	64.43	-14.1	22	23.28	-100	24.54	12.01	-51.25	47.94	2.49	-61.35	14.45	0.61	18.53	63.22	-31.63	-37.27	-32.36	8.87	-28.61	-22.45	35.84	-7.13	-21.01	-7.13	13.21	-8.13	-8.01	28.21	-67.52	-11.01	-33.03	-2.24	-8.74	29.94	-61.59	29.59	-42.54	42.82	-73.71	37.46	7.24	39.9	-29.91	-99.29	-19.64	32.31	66.6	-47.2	-30.21	34.53	100	-52.7	-62.56	44.53	51.14	21.44	-46.84	-10.23	-7.78	-55.3	-92.77	-47.54	60.07	59.18	-79.32	-63.04	50.76	38.65	-51.9	-25.13	27.74	64.7	78.78	4.74	-20.28	68.75	-66.11	65.56	-34.53	20.62	69.4	46.93	39.21	-4.71	54.5	-25.2	10.34	2.45	56.1	-23.65	10.57	24.67	16.24	-74.97	19.86
x568	27.38	-43.67	75.19	30.4	1.18	100	20.39	41.33	-9.02	27.12	-5.47	-85.55	-56.01	29.66	-49.05	-100	-100	26.33	8.42	21.13	58.87	-8.89	-32.94	91.36	-10.12	79.59	42.95	-92.98	3.96	35.99	-4.58	1.78	0.77	23.05	31.83	-45.04	27.82	-24.41	44.53	38.77	-5.48	21.11	-10.9	-49.29	-0.37	-38.74	-9.84	-43.49	4.23	31.24	2.95	-18.58	-37.43	49.91	35.3	77.16	-27.87	18.81	13.15	20.92	31.06	62.37	-60.46	-87.79	-69.48	-2.45	99.17	-23.97	-2.5	37.15	-3.78	24.14	-21.19	-13.72	13.71	16.49	-50.4	-2.64	23.72	-94.52	-73.6	-0.2	-34.48	23.96	6.65	5.56	-43.15	45.38	-29.25	6.49	-32.38	14.88	22.65	-100	-5.57	40.18	-14.9	-76.38	-58.61	18.45	50.24	-27.12	-34.82	-37.19	-39.27	-9.84	91.99	-54.7	21.55	12.29	-32.04	53.67	-1.41	-28.84	30.99	-5.29	-2.24	-53.69	25.96	24.55	-17	52.06	-3.99	51.56	12.85	14.22	7.81	10.22	-4.2	35.76	9.83	33.57	-20.49	54.88	21.99	-52.66	-8.67	6.83	-8.95	2.99	-43.79	-64.77	16.71	-7.3	-15.51	-25.58	-43.47	-5.32	59.18	-33.32	-28.14	10.1	-10.88	46.92	-29.29	30.11	37.74	51.29	-49.94	97.76	-50.44	33.21	28.82	5.84	-79.87	-76.99	-82.1	92.24	15.29	49.95	-24.82	93.59	80.01	61.76	61.54	46.86	27.8	12.07	48.21	15.2
x569	-23.11	75.06	-18.81	-7.56	57.63	33.37	-34.86	46.27	-31.95	-54.9	69.76	10.89	88.5	-58.28	13.65	-67.12	18.13	-24.93	-23.17	7.42	17.35	-15.25	-33.66	-7.22	39.49	48.45	30.31	-0.67	-21.37	47.37	26.27	-100	-37.21	37.98	-28.86	27.99	44.33	-54.91	-31.61	37.47	-45.06	7.57	4.58	28.06	63.06	-45.47	-83.6	-40.17	13.86	-3.32	37.92	-14.81	15.39	-46.63	1.62	-24.18	-0.85	-52.35	-36.06	-32.74	36.42	-48.87	38.96	8.04	43.19	-9.19	-32.01	8.55	-16.87	-14.06	-51.43	-54.04	14.27	-1.93	-7.13	53.46	-34.57	-12.61	-26.56	53.47	-4.05	21.02	100	-49.89	51.12	-12.63	29.66	55.43	-13.91	12.97	21.93	-63.81	8.05	1.01	35.82	-75.06	57.92	29.16	47.36	-33.6	7.6	-11.74	34.3	26.02	-2.42	64.31	-12.06	-16.8	-26.33	73.33	46.7	-29.53	-63.92	16.5	-22.89	6.52	82.63	-26.35	-22.94	21.99	41.19	-15.92	12.19	-23.21	-96.64	40.32	30.43	53.84	-20.46	-4.97	-58.72	-58.87	-11.13	-100	51.56	51.26	4.78	-62.47	26.6	14.66	39.68	3.01	-24.9	15.57	-32.84	-33.31	-32.38	-54.14	9.3	-79.32	30.37	-50.76	-10.14	-51.9	-11.88	27.9	-9.35	78.78	45.12	44.01	-25.27	48.84	-17.17	72.81	-50.49	25.91	8.25	-66.71	31.1	9.76	75.63	-2.15	-84.75	22.73	44.46	-24.79	15.76	64.19	29.28	-69.75
x570	43.83	-100	4.36	60.74	1.18	5.57	-23.5	-20.41	49.01	24.46	-35.75	-9.34	-42.51	26.41	37.92	4.24	-21.12	18.89	-4.07	24.84	35.05	0.33	24.41	88.79	-63.9	57.38	-8.34	24.49	-34.56	43.12	38.16	51.16	-61.14	14.76	39.46	37.53	-57.56	-26.21	-31.04	-58.68	-11.49	-57.36	-67.58	-36.89	37.18	2.72	-28.71	-36.71	87.66	36.61	-36.46	-19.34	10.3	2.41	2.5	-8.02	48.76	24.08	3.61	33.71	-63.86	54.82	33.82	-9.24	33.61	-8.57	-2.46	-4.95	-37.29	67.98	19.93	-2.2	42.46	18.01	9.5	-25.9	8.81	-41.83	3.63	-9.05	37.26	2.21	-22.99	4.96	6.65	77.76	-32.8	-25.22	-80.02	-28.81	-15	-33.62	30.38	-2.75	1.41	-16.52	-12.3	-48.85	-9.77	-10.86	28.44	65.64	61.99	-67.91	-52.98	-29.92	66.21	12.66	-28.42	-49.55	-37.65	-11.25	-44.98	-36.11	25.58	25.62	27.13	-12.69	26.12	9.27	-9.31	1.37	-58.6	-25.24	-38.02	23.3	75.62	-59.01	-67.04	-64.88	42.25	50.89	14.88	-82.32	23.39	-100	76.84	29	8.58	-10.43	-28.13	-27.67	9.89	-4.41	-71.84	66.96	-21.54	-96.03	-23.96	26.72	-57.29	49.97	-89.58	-19.21	14.94	-12.1	6.4	-6.81	-22.05	12.53	8.31	72.92	-0.34	-74.44	-18.27	17.81	10.29	-50.5	-100	-3.46	-57.91	39.95	-7.53	-27.48	63.35	6.79	20.27	-54.65	-32.24	1.65
x571	-13.75	34.75	-10.66	-28.39	24.43	-16.42	73.16	18.8	22.14	51.82	-59.08	1.12	-5.31	23.4	-66.54	24.19	-32.17	29.52	-6.88	15.67	58.87	72.65	5.59	32.31	-21.59	31.96	31.61	45	-90.48	57.09	-41.74	33.15	15.74	39.15	-0.05	7.15	44.33	-6.75	56.02	-17.35	-16.04	-21.33	5.4	-15.09	-70.02	-9.63	28.86	11.55	30.89	99.85	-28.39	-28.13	43.22	-95.06	-9.73	47.65	-51.58	40.87	-49.08	28.59	49.34	5.97	-57.75	7.77	22.44	19.7	46.35	-85.08	-14.2	-27.25	30.72	24.14	20.25	5.35	-54.6	68.82	-59.38	-40.19	70.41	-18.07	26.79	-22.59	71.04	69.67	-1.63	-12.42	47.59	-21.74	83.81	12.97	-36.52	3.3	95.28	73.68	-53.43	-19.67	-3.28	-11.96	22.48	-74.1	-70.64	24.55	-30.58	-22.16	13.38	-33.88	-27.2	23.07	23.5	-12.2	51.15	-22.47	-25.25	3.31	11.21	-9.3	-2.24	4.05	-42.35	14.7	-3.76	10.09	-8.99	51.81	-7.15	38.56	7.16	-19.84	-24.8	29.9	26.23	-49.42	-49.33	15.1	-3.88	-13.87	25.28	72.09	17.61	-100	80.74	24.91	-1.92	20.46	-71.35	-7.25	100	-26.14	59.18	31.01	-64.97	-33.8	11.35	-5.24	10.63	-18.23	-4.72	23.61	-28.59	-37.24	-63.93	68.25	71.22	-2.94	20.62	70.93	50.07	-10.07	31.1	60.18	55.1	11.38	-100	53.07	33.17	-98.52	2.38	-49.72	41.89	48.5
x572	35.37	-35.65	-13.82	-68.81	31.55	-79.28	49.72	-71.59	-65.24	21.94	-2.75	-5.56	-41.57	13.74	24.51	-60.76	-71.46	-24.93	38.93	-92.34	-50.12	71.44	17.09	58.25	-7.29	-73.73	7.71	31.62	-26.72	-97.41	29.07	13.02	-100	10.41	7.5	-0.79	-0.29	-30.12	95.17	-67.63	-33.99	-37.83	23.04	-44.99	-30.55	-39.72	53.62	14.5	82.05	39.82	-24.79	41.76	-46.55	-50.69	1.62	44.19	-40.52	10.46	4.05	33.88	-22.3	-40.57	-48.38	-100	49.92	43.4	31.04	-33.15	21.66	26.87	16.1	1.31	78.68	-53.56	-8.75	-13.28	28.66	-29.11	-39.62	-8.34	11.74	-53.99	3.22	-88.12	-91.51	-36.42	-38.48	16.92	0.09	22.82	-64.69	-36.59	-0.67	-57.02	31.68	-64.48	36.25	33.77	23.48	-42.75	77.52	-13.29	-45.05	-48.21	-42.48	64.31	82.64	44.78	98.32	63.02	27.19	16.27	48.21	-31.9	48.7	15.01	-57.41	-57.26	12.09	-54.19	61.44	-10.73	-31.15	65.17	9.19	30.22	-9.82	-69.08	15.44	-47.61	34.79	-2.53	-8.28	17.89	30.61	56.89	-2.09	-65.29	-26.44	-20.39	-14.31	45.54	86.73	-31.37	1.02	-16.3	20.89	-19.14	26.21	-13.2	-19.25	1.83	-48.98	-30.91	2.49	23.86	-48.23	-67.6	-2.93	64.66	23.59	-32.33	58.03	69.37	70.84	-18.75	50.71	-50.98	34.6	20.36	-21.33	-44.6	19.18	84.41	-84.83	9.63	-11.91	-65.55	45.21	11.45
x573	-66.05	-53.42	-34.3	-49.25	-36.5	-44.27	-18.56	36.65	78.59	-36.15	57.31	48.45	-100	11.78	-8.01	-6.39	6.29	70.64	-27.94	24.84	-61.37	70.27	-20.84	-19.2	1.4	-9.3	43.46	-61.9	23.23	1.9	4.88	23.49	-26.89	74.71	-48.11	48.07	1.57	-44.82	-34.5	-20.47	-1.09	15.73	27.29	8.04	-43.05	-49.16	-15.33	-18.67	20.01	-18.68	-5.92	-48.75	-37.43	-24.21	1.62	44.79	-55.84	-11.97	-37.93	15.11	9.34	79.2	45.55	-37.98	55.13	-15.14	58.76	9.99	100	-1.79	31.33	51.66	56.9	-5.95	23.44	-57.49	-98.21	-11.54	-5.7	-37.09	-29.43	-100	-63.38	-23.03	25.87	-67.89	6.99	21.18	-32.81	1.96	8.13	-33.62	4.32	-3.31	11.37	-64.65	18.32	-76.38	0.78	-13.91	13.17	-26.72	1.88	36.46	15.81	64.31	-84.53	51.16	-36.09	12.29	34.68	46.71	10.3	-2.85	11.39	57.61	-49.36	79.43	36.84	35.34	39.33	4.46	68.71	23.38	-29.66	8.57	57.51	49.09	11.6	35.65	-5.1	53.48	-31.66	-29.91	100	20.97	99.79	29	-45.15	-90.93	82.67	-15.85	0.87	-36	-9.97	-15.56	-2.34	-54.14	-58.21	-23.99	-5.74	33.75	66.18	-15.45	75.22	-16.97	22	21.96	-10.77	-20.28	46.13	92.57	-31.31	-33.17	-79.83	30.2	-60.81	92.24	-29.34	-42.47	-16.96	-25.98	25.87	-55.15	-52.55	-5.06	0.06	16.05	37.3	52.24
x574	36.36	-18.06	8.86	-9.61	59.2	-13.52	23.37	-47.63	-39.14	15.2	65.97	-0.6	43.47	72.71	-0.12	-27.11	12.84	-23.33	-38.09	-9.72	-38.69	17.45	-32.23	67.01	-5.32	-37.51	74.2	-27.35	-43.4	-22.12	0.94	39.08	7.2	29.44	-74.3	27.99	-36.81	11.8	51.47	-0.1	-90.7	32.58	19.43	-18.46	-31.8	-19.29	-19.51	-16.9	-9.38	43.29	-68.13	-40.25	-20.92	69.69	-62.02	-44.48	-14.54	-36.56	-75.15	78.58	2.27	-6.42	10.84	16.11	34.25	-2.45	8.76	-36.66	-39.03	74.14	-46.8	43.9	60.77	62.53	-37.93	3.55	27.15	30.7	64.6	61.98	-17.04	1.13	38.57	-83.91	12.75	-18.08	90.72	-11.85	17.52	55.76	25.83	38.6	-23.83	-21.68	50.56	15.7	75.61	37.07	74.46	-28.53	36.43	59.29	-47.84	-27.63	-2.42	-17.85	8.59	-12.28	-53.42	-3.17	88.71	42.7	16.3	21.06	-36.52	-64.06	9.8	40.95	-81.61	41.55	-4.83	-57.14	37.19	14.83	-46.86	63.21	52.33	-14.16	-10.59	-4.97	-6.28	-26.63	25.35	49.95	26.24	-4.28	-23.29	-7.15	30	7.07	82.67	-40.45	-59.97	17.58	-23.98	75.44	16.02	-9.41	6.25	11.14	-28.53	26.51	-20.48	16.03	-26.94	-50.05	-93.77	-40.67	-12.58	4.88	32.01	92.57	-33.72	35.42	55.71	25.97	45.52	-9.95	15.11	-17.07	38.85	13.93	19.49	-27.61	24.8	-94.55	-23.58	-28.69	-87.92	29.07
x575	12.27	7.7	-15.52	62.23	-25.15	71.08	79.61	-71.94	85.62	-20.33	-99.08	-85.55	-19.19	-20.34	14.91	1.73	26.35	28.43	15.62	16.34	-71.05	-43.78	-25.98	-27.18	-0.69	-48.87	-28.29	-16.7	7.97	20.58	-3.46	-12.46	-14.51	4.91	-100	-23.1	-11.06	-39.82	-21.97	-4.85	100	-26.68	-1.31	17.25	-15.68	82.05	-61.79	28	38.15	-20.34	23.66	-9.55	58.64	9.49	-9.16	80.13	16.14	-47.04	45.78	1.61	29.43	69.89	-9.45	-29.33	-5.13	84.88	20	36.07	-2.59	9.21	-42.1	11.02	-25.37	-88.86	22.16	-2.74	34.2	-28.02	87.16	-46.95	-13.87	26.3	-58.23	-31.55	-69.45	9.6	-18.07	58.54	25.5	-3.23	31.76	-39.32	11.75	-1.05	-5.69	-59.03	45.25	82.93	-46.78	-37.36	-25.92	-24.84	37.75	-70.94	-53.75	2.92	-13.69	12.74	53.2	-99.19	-60.5	42.25	5.69	-9.33	-28.74	34.55	100	2.78	44.53	-13.68	-77.24	-5.03	-1.65	-3.71	-45.98	-38.36	-2.32	-98.29	-69.5	25.77	21.39	7.05	-29.07	4.87	31.73	-26.86	6.05	-7.8	-54.94	0.76	43.18	5.32	-4.77	-30.68	-16.71	39.58	90.25	-71.34	-26.76	-13.86	-70.44	-6.04	-60.57	-8.69	-21.25	14.84	-6.9	-26.08	20.99	53.73	-14.81	15.61	38.85	5.84	54.15	-76.99	2.01	13.84	50.66	-29.83	21.83	-19.72	-34.47	-8.7	11.12	-18.61	52.23	-30.78	-51.72	1.43
x576	-36.66	-8.17	4.17	66.25	-26.36	6.41	29.77	16.33	-40.2	37.44	-18.44	-100	-100	-5.77	29.2	8.7	-25.08	-24.93	-54.8	-4.01	-2	-63.11	-78.68	-38.38	-12.37	7.07	-3.37	21.74	-30.35	47.37	-11.92	11.03	19.04	74.71	-55.82	-18.82	-14.45	60.27	-31.69	-3.67	-30.84	-18.61	42.72	2.67	37.96	-18.28	18.88	100	-7.59	7.03	-98.37	-31.63	100	-6.96	97.28	35.98	-54.64	-47.04	10.84	28.71	8.43	-2.16	-56.41	-18.72	14	-30.96	6.98	-100	73.69	-36.32	52.71	-23.59	38.67	-24.46	-17.42	-35.89	11.24	8.52	56.35	-39.92	28.83	95.62	27.18	31	-100	51.88	68.37	16.52	-77.15	99.51	49.32	-9.3	34.3	31.53	-37.08	79.62	-62.52	17.86	-23.77	-70.67	-1.32	59.85	60.71	37.53	-34.89	64.31	-55.22	81.68	20.94	-0.78	50.68	-100	48.19	21.13	-53.24	15.9	-34.01	-3.36	30.2	3.3	53.15	-57.02	-25.62	20.11	-50.84	25.42	80.87	33.66	7.22	38.2	-12.5	59.4	17.43	23.92	-74.34	30.17	36.54	-53.8	-26.57	65.09	3.34	13.82	10.35	12.57	66.64	-20.89	11.63	76.61	43.27	-60.85	-21.07	18.73	47.92	69.61	1.72	15.66	12.85	50.73	11.01	-21.43	73.94	4.33	-0.74	5.84	-4.07	-76.99	39.13	-34.44	16.22	-11.87	-47.73	9.62	20.2	-6.64	10.28	-19.36	100	-13.31	-56.1	-21.94
