X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99
x59	13.58	-8.36	15.59	-6.3	-15.37	-3.6	-1.98	5.39	-9.65	-0.82	-3.12	-15.9	5.25	-0.13	-13.84	-0.21	-8.3	-3.16	-15.44	-2.57	-18.13	3.45	-26.7	20.53	0.26	-12.18	4.57	-15.34	1.83	-22.94	0.35	7.69	11	6.74	11.62	5.15	-2.79	-8.07	9.95	-8.37	12.22	-2.88	-0.74	-7.69	17.33	-2.33	-7.02	-15.47	-20.39	3.55	-15.68	1.97	16.84	-1.92	4.76	-15.64	12.1	1.95	-21.62	-20.95	11.78	-6.8	-10.12	-5.83	-4.94	8.02	5.2	17.04	-5.5	10.76	-4.59	5.46	5.54	20.98	1.1	19.49	10.13	20.83	11.21	6.15	-4.83	-10.78	1.58	1.27	-6.25	0.93	1.42	-8.37	-3.68	-0.71	5.53	-5.58	3.89	-2.47	-2	13.91	-1.88	-12.62	-4.26	-8.13
x60	-13.7	14.2	-1.38	-4.07	-5.75	9.44	16.37	-11.42	-1.68	13.83	2.02	-4.62	1.72	8.65	-1.76	-11.16	-17.18	1.78	3.28	-1.26	-6.11	2.11	-9.09	4.83	21.72	0.88	19.18	1.41	7.07	14.89	-5.72	-11.51	-17.85	-1.86	0.31	-9.53	-5.8	0.98	17.33	-3.89	0.65	0.92	-4.72	-23.41	-18.66	-15.2	18.83	-16.88	-7.08	10.61	10.33	-8.01	3.47	5.45	6.9	-9.45	-3.51	30.7	-12.32	-9.33	3.03	-11.51	45.53	43.31	41.67	39.21	34.44	28.22	-10.18	-28.9	-39.86	-43.75	-47.37	-90.99	13.65	2.33	4.96	13.81	3.89	-2.04	11.79	-7.93	-1.15	-21.59	-9.08	-7.56	-12.87	23.65	16.14	-5.05	-1.64	-11.58	0.87	8.87	3	18.07	19.9	-6.65	6.17	6.27
x61	5.23	3	0.31	-12.33	-6.67	-2.33	-10.14	-5.83	-7.35	1.36	-3.15	3.01	-13.25	-4.48	-14.98	13.58	-13.11	-2.71	5.08	-11.34	3.24	7.02	14.59	-9.4	-1.55	-6.16	3.24	12.69	-17.19	-7.24	-13.14	-5.6	5.59	6.35	1.76	-0.05	2.5	7.34	3.74	-2.28	-13.63	15.59	-8.97	-10.15	4.37	-6.51	1.66	1.62	12.42	-1.55	-12.81	-10.46	-8.11	8.23	-6.91	12.53	-4.14	12.57	-12.83	8.54	-1.03	8.78	-7.27	-3.9	-4.39	15.73	3.78	20.86	0.18	0.71	4.26	7.63	9.83	11.95	-3.56	2.59	4.32	-11.22	4.49	11.03	16.25	10.91	-0.47	-13.56	19	-16.06	-24.14	-4.68	-8.79	5.92	-24.56	-3.33	12.14	5.67	4.78	-1.18	-11.18	-13.91	10.61	-12.66
x62	19.27	16.74	2.52	-1.34	4.38	-18.19	-1.99	1.28	8.77	7.3	-14.22	13.14	12.79	0.41	10.36	-0.56	4.7	10.02	3.24	-1.09	-14.88	9.29	2.29	-1.47	-1.97	4.93	9.13	12.91	10.16	-24.96	-2.11	5.88	-10.34	22.23	8.15	-0.36	-5.23	7.14	-18.59	-11.45	-4.91	2.08	1.99	8.14	10.93	25.68	-2.93	20.25	1.75	15.09	3.17	12.66	-0.76	13.67	2.25	-7.86	-27.06	-5.47	0.72	12.97	7.43	18.56	21.69	-10.07	8.01	-6.11	-7.77	3.27	-2.3	5.1	-9.12	-5.74	24.87	-9.77	6.96	11.96	13.92	0.96	14.13	11.17	5.42	-3.54	-2.68	-14.11	19.51	-11.42	-6.49	-3.09	2.03	-16.17	-2.6	-10.64	8.46	0.61	-4.97	-5.8	-9.69	-2.17	-1.47	3.25
x63	-22.66	6.14	-6.73	-1.83	-11.12	-1.77	5.52	6.25	0.03	10.52	6.04	-7.5	0.57	-0.27	2.02	-3.38	16.43	14.13	19.32	10.5	-11.85	-11.19	7.3	21.6	-16.39	11.56	-9.95	12.34	6.29	4.49	-3.82	-0.46	-0.66	6.27	-0.49	-17	15.58	1.55	-0.12	16.14	-2.47	-6.47	-1.72	-4.44	1.74	13.79	-4.83	8.74	-6.23	-2.99	1.61	0.1	-8.83	-16.31	-1.78	-12.18	2.42	16.66	-10.69	-6.32	-5.77	-17.93	-12.88	-9.56	0.39	0.53	6.32	6.14	-3.54	-7.66	2.25	0.86	-12.95	12.54	-7.69	-7.25	6.69	-7.35	-1.85	0	25.52	18.8	-0.19	3.12	3.14	-10.93	-8.16	-4.08	-7.12	1.95	-1.19	-6.04	10.43	-9.24	6.58	-0.78	4.65	6.04	-3.62	19.7
x64	-3.77	-1.85	-9.65	-8.59	-10.77	-22.01	-3.09	-8.54	-10.28	1.6	5.71	19.31	-13.03	-1.9	1.53	-12.49	-1.43	9.77	-16.45	-3.93	-7.22	2.84	4.06	-0.12	10.83	-6.76	5.08	33.4	15.74	14.62	1.81	-3.41	5.17	-3.09	7.46	-13.52	15.52	7.77	-10.42	-14.05	3.76	-1.99	-5.77	21.5	-10.5	0.28	7.22	-17.03	-10.3	-2.06	-0.08	15.7	16.11	-4.97	-15.38	-14.19	1.31	-1.37	-1.81	-1.15	-2.64	-5.03	4.79	-12.26	11.45	9.59	-14.51	-2.37	16.96	-9.04	2.11	17.42	-26.85	-6.92	-11.49	-6.11	12.44	-11.32	5.29	28.03	-6.71	11.27	7.79	2.63	-10.37	-2.74	-5.7	-10.26	-1.08	-3.78	-15.98	-20.24	3.09	13.37	13.7	-1.85	-3.07	8.26	-4.99	-1.05
x65	-3.76	-6.06	11.81	14.11	12.2	-5.12	96.19	95.64	62.75	60.94	26.8	26.61	10.93	-0.61	-18.29	-51.33	-93.12	18.59	-8.15	-19.49	-18.27	1.63	-20.87	-4.77	98.56	93.39	55.7	44.88	40.96	24.27	17.71	15.39	9.72	0.39	-6.89	-9.34	-17.8	-18.21	-19.49	-71.49	-79.04	-97.64	-11.81	6.83	-5.43	15.44	-7.72	-4.22	-1.39	-9.56	-9.85	-9.58	0.37	13.15	-1.12	17.96	-0.66	2.59	-9.33	7.18	3.43	-4.44	-18.8	-3.52	-15.08	15.19	9.1	-1.73	21.91	-0.43	-2.54	8.86	2.82	8.59	-1.39	-10.31	-9.97	7.35	2.54	-1.59	-3.77	10.03	-2.92	-11.27	3.69	-14.38	-16.3	-3.86	5.79	6.17	-12.91	-11.05	6.91	0.49	2.55	7.61	-8.15	-0.99	10.14	2.78
x66	-11.16	-21.94	8	-8.49	7.61	-9.35	16.3	-8.86	-21.16	-0.08	9.53	15.46	-3.87	0.32	-3.24	5.51	17.84	-11.82	-4.38	-7.38	-21.19	4.42	20.13	-1.26	8.61	-7.59	-6.14	5.48	-3.4	9.73	0.9	14.44	-0.95	4.95	-6.25	5.95	13.32	2.99	3.92	-3.52	-8.84	11.68	2.18	0.06	9.99	-4.09	-12.41	18.85	-6.17	6.52	-3.77	4.44	2.06	4.57	-20.25	-13.82	-11.76	-11.96	-3.98	-11.8	16.48	9.78	86.86	77.73	74.46	66.38	57.08	-4.7	-42.53	-65.25	-67.02	-69.5	-87.23	-91.45	15.83	-4.75	20.14	-0.45	-3.91	-2.93	7.65	4.36	21.15	7.48	31.1	4.9	3.81	-0.95	5.47	21.41	-6.87	-7.5	-1.64	5.22	-7.92	-12.01	2.73	-5.13	4.15	-13.35
x67	5.91	9.06	-26.86	2.78	10.6	11.2	-9.8	6.98	-13.06	-5.21	20.81	4.11	15.58	3.48	5.84	-3.43	1.72	10.74	1.79	14.98	-0.56	-3.87	-14.22	-0.95	-10.19	-1.03	-5.64	-1.6	0.7	-2.33	13.88	16.98	-0.34	11.69	7.33	-10.66	-3.36	-6.45	-13.87	3.19	-16.81	-18.4	7.94	-0.58	11.26	-5.36	-3.88	-7.71	-5.5	12.79	-8.59	9.96	11.04	12.1	15.54	-0.96	6.29	19.82	8.98	-6.89	-21.64	5.97	10.82	-1.34	-8.98	0.72	-5.69	0.97	-18.15	14.06	-9.77	10.38	4.07	10.75	-16.48	9.47	12.94	-2.62	17.97	-16.27	-11.77	-5.16	2.87	-6.17	-1.4	4.3	9.26	9.16	21.65	-3.03	10.2	-3.19	-11.86	-16.2	4.88	-7.4	-0.69	23.98	-8.1	5.23
x68	13.4	4.95	-9.04	-0.61	-0.31	-13	-3.55	-16.18	-9.94	-5.67	0.59	-13.51	1.48	3.65	10.66	5.01	-3.13	2.52	5.87	3.4	-1.4	9.7	-0.16	2.54	93.79	85.42	73.59	64.69	55.11	53.38	51.94	40.21	26.78	17.28	1.62	1.55	-17.72	-23.05	-31.81	-41.2	-78.77	-90.57	-17.45	-18.28	-12.83	-0.43	-12.97	-6.91	-4.5	-3.27	-14.35	7.23	-10.45	-14.7	-7.28	-4.98	3.62	-0.94	9.43	21.62	-11.21	5.58	3.78	-7.05	-14.03	10.69	-8	-32.19	11.7	-0.58	15.74	7.66	3.21	-2	6.33	-18.9	-0.04	-9.02	-12.11	-2.94	7.61	-0.39	4.12	-14.31	3.58	-1.31	-2.31	-11.06	7.18	-7.87	18.59	1.13	-1.35	-13.38	0.14	2.1	0.95	-5.93	1.38	-11.47
x69	6.62	-7.47	3.27	22.35	-9.05	-13.07	5.04	-0.8	-22.31	6.92	-0.44	-1.28	7.34	4.39	-9.13	-21.51	-20.33	-11.34	-1.57	4.77	-4.09	-17.17	8.01	12.82	11.72	8.67	7.17	-1.1	-26.74	5.86	2.79	19.26	-3.79	-19.24	-7.6	17.34	-17.25	-5.14	-0.1	-2.93	19.21	-10.34	-0.88	95.05	93.36	56.37	32.96	29.28	26.74	20.42	11.37	10.11	1.68	-15.55	-16.1	-20.22	-58.3	-62.81	-65.19	-65.59	-80.21	19.28	-9	-6.83	8.72	11.66	-8.56	8.96	0.02	3.33	-1.32	-26.27	10.01	2.25	4.17	1.14	-1.98	10.93	6.37	3.71	8.23	22.97	1.24	-0.43	-3.04	-0.08	11.87	-8.69	2.3	-10.63	0.72	-6.66	3.02	-20.9	20.97	7.31	6.96	4.71	-2.35	1.17
x70	-5.56	-6.15	-2.5	-0.87	6.38	19.79	9.86	-9.37	-6.08	15.99	-14.82	0.42	-8.23	10.1	-12.28	12.52	-11.54	-1.47	-9.73	7.88	18.16	-8.68	4.17	0.67	-1.75	-17.65	6.29	0.41	10.75	-11.65	-12.02	17.34	3.44	15.98	0.51	-22.07	13.2	1.6	9.45	-1.26	-1.6	1.42	2.43	3.32	2.2	19.43	5.59	5.13	-6.52	12.67	-7.96	-8.6	-5.08	12.33	-12.68	-7.65	-13.71	-4.07	1.87	8.89	-1.45	1.94	-1.1	-10.81	-3.53	-3.79	8.19	0.56	6.68	2.69	-6.02	8.56	14.44	12.73	-9.91	-6.93	-4.51	-14.33	21.68	-0.36	8.71	-11.71	-0.64	-2.8	6.99	-1.08	7.04	6.19	-1.65	7.45	7.49	1.09	1.17	-12.53	9.03	-2.02	5.78	7.48	2.19	-1.63
x71	2.04	0.01	-5.46	1.65	0.78	-4.35	14.46	-11.21	0.42	1.53	-10.15	-4	1.91	-12.11	-20.57	-13.85	3.84	1.49	-20.14	1.56	-9.15	-5.44	-14.21	-20.03	-5.31	-11.8	1.99	-15.78	-3.43	-9.42	-0.95	6.25	-9.24	-0.31	-23.54	6.66	-5.87	-10.42	-6.19	-2.5	-9.68	-6.45	3.99	1.82	-10.03	15.93	2.23	13.01	-0.91	11.67	2.16	-1.47	3.44	1	-1.88	-1.65	-2.76	-0.12	-11.58	5.08	8.87	-9.77	0.12	-0.55	13.01	5.38	-0.8	16.13	-1.45	4.84	-0.36	-0.67	-13	-8.76	23.13	0.54	-6.97	-2.79	2.13	9.82	5.86	1.64	4.67	-0.84	-15.7	3.04	-7.38	7.54	0.97	-3.76	-17.84	2.71	-9.25	0.49	18.75	-1.2	7.69	-9.6	-1.01	5.64
x72	-14.13	13.24	3.1	-5.35	-17.15	-8.43	4.62	1.22	2.13	-7.76	0.86	-0.87	-7.05	-5.94	7.65	-24.58	5.64	21.27	12.71	-0.38	-25.97	17.89	4.93	-1.81	2.07	-0.96	6.38	-15.95	7.56	-1.1	-0.03	-5.49	9.39	-10.63	-16.49	-15.03	-5.55	-10.08	-8.25	-14.74	-7.93	-4.31	18.27	-11.71	4.13	9.39	4.98	1.51	-12.3	-9.9	9.79	-13.83	-6.82	-2.29	-3.53	-4.35	10	4.08	-6.41	-0.35	-15.42	20.54	10.65	9.5	-12.46	11.58	-7.36	3.75	-9.37	-18.89	16.12	-16.52	-11.37	4.18	-4.47	-1.69	-8.15	18.34	-7.23	10.54	6.46	1.76	10.24	12.29	3.86	-5.17	13.22	12.11	5.63	0.59	7.02	5.15	-12.13	7.09	3.29	-5.66	-21.69	-17.71	-8.23	-18.15
x73	-8.79	-8.6	-8.56	9.66	15.26	15.3	-4.91	15.69	15.71	11.14	12.18	-0.68	-6.25	-16.64	-9.88	5.7	-3.6	11.21	-15.45	-9.81	-13.63	8.39	-11.05	-10.42	99.23	92.14	91.89	77.05	74.24	73	71.58	59.24	55.09	38.2	26.44	18.59	4.87	0.47	-51.7	-53.62	-58.16	-70.79	-2.32	-3.21	-0.56	7.28	0.99	14.01	-12.9	5.81	-10.58	-7.09	4.52	-1.19	-6.81	8.12	3.68	2.89	3.74	-2.63	-6.23	-1.29	-3.2	1.8	-6.21	4.65	10.47	-2.21	-13	-5.11	6	-3.22	-14.8	8.48	10.62	18.96	-2.62	0.01	0.11	2.89	2.19	-0.25	-11.18	-3.79	5.96	0.07	10.44	-11.27	-0.32	7.46	-4.07	-0.46	11.92	-2.34	9.05	0.55	10.7	-2.99	3.05	15.26
x74	10.52	-15.41	4.8	-0.93	-7.74	9.22	4.8	6.72	9.29	-0.57	-2.75	2.92	1.68	8.58	-10.81	-0.05	-4.16	-4.38	-16.02	-0.01	-6.87	-6.13	-13.38	-2.4	-7.83	2.8	-6.66	15.45	-19.24	-4.24	-3.07	0.07	-2.99	12.6	-11.99	-10.92	13.01	18.82	9.68	4.19	11.92	-5.86	3.36	-8.81	-0.85	-6.59	-2.74	11.09	-4.07	8.99	8.71	8.31	-4.69	-4.6	-10.11	-8.36	-0.28	4.11	-13.68	-3.83	0.49	-8.72	-5.15	1.72	5.58	-5.6	-8.13	16.48	-7.17	-8.52	-3.72	-2.12	8.52	2.89	26.78	2.25	8.29	-2.1	-2.27	-11.69	-18.51	-0.38	-2.95	8.74	9.54	36.56	3.76	-0.04	6.85	-13.67	3.97	4.5	2.14	5.55	6.44	-12.04	-11.53	3.54	-4.11	-2.36
x75	6.95	-6.21	-8.12	-8.51	-5.97	5.54	-3.58	-2.58	-3.42	13.86	-8.23	-21.77	5.67	-1.85	-3.32	2.31	-1.02	-14.3	-5.93	-5.6	11.29	-4.83	-6.46	10.77	6.71	-2.64	16.21	-12.21	5.39	2.11	14.06	-12.81	-2.55	13.35	-3.28	-5.58	-11.65	10.82	-17.1	-12.77	-3.02	1.53	-3.39	10.58	-6.55	6.8	1.86	4.93	-8.25	-5.91	12.31	-13.63	-1.35	-1.42	5.38	-10.83	-6.15	-5.86	-25.13	8.7	2.1	3.7	94.16	87.89	71.82	51.94	3.99	-13.92	-27.99	-40.66	-50.06	-54.84	-60.3	-94.83	8.44	4.57	-9.94	7.18	6.78	-0.95	-4.85	-5.07	-3.24	-5.12	6.7	0.9	-0.22	-20.93	-4.91	24.97	6.83	-8.23	7.85	9.3	13.84	9.77	11.02	-2.3	-8.01	8.9
x76	17.72	1.75	10.49	12.92	5.43	-6.8	17.26	-21.68	8.51	3.52	0.21	-10.12	5.87	-4.91	13.76	-21.13	-14.81	14.65	-20.6	-2.96	-2.88	-15.61	15.45	-13.08	97	66.48	54.92	39.24	36.74	33.37	26.25	23.48	12.65	9.52	0.42	-3.44	-10.95	-11.91	-21.73	-22.83	-24.73	-61.52	-3.76	-4.37	3.49	5.02	-3.39	15.27	9.28	19.08	10.23	12.7	-1.93	6.91	5.82	3.18	-13.29	4.32	-13.57	-10.15	2.73	1.31	10.54	14.19	-8.31	13.38	-6.44	-4.83	-20.89	-8.35	3.79	-4.43	10.21	4.4	10.75	1.49	-6.56	0.86	-17.75	-9.91	-2.73	-7.58	-6.4	-5.81	15.1	-7.5	20	-2.83	-0.97	-7.4	-10.46	-9.57	-12.68	-1.22	6.57	12.14	6.9	8.04	-13.1	5.24
x77	-8.4	7.32	1.22	-19.04	-19.24	3.69	-11.62	2.01	3.09	-12.55	-7.61	-9.7	-6.16	4.26	-19.11	8.94	3.78	-4.31	1.45	-7.03	3.63	6.56	-0.56	-2.56	99.55	92.66	84.26	77.96	74.3	56.14	31.06	24.96	21.45	16.27	-9.05	-15.04	-23.88	-40.08	-43.53	-50.52	-88.3	-96.74	-13.06	2.74	-5.4	-18.93	-8.12	-1.3	-5.52	-2.85	-4.13	6.71	10.4	10.86	-1.39	1.38	2.72	14.86	-20.51	-2.56	-6.84	6.45	3.53	-1.4	1.64	4.66	9.72	5.23	-3.24	16.68	-11.86	15.39	-12.57	-5.46	-4.31	-5.31	-6.72	4.5	7	-0.52	0.51	13.32	-9.08	16.09	17.88	0.33	11.37	10.91	-17.96	5.06	-2.45	-3.18	7.44	7.69	-9.21	-19.09	7.01	-10.52	19.25	-4.88
x78	11.16	2.22	18.52	3.2	7.11	11.22	6.09	8.64	-0.09	2.74	0.45	-13.93	-2.08	9.04	-8.13	-0.71	-4.93	8.53	-6.91	0.33	16.07	12.23	-5.15	4.88	2.5	-2.04	3.36	10.01	5.45	-1.04	5.9	19.06	95.34	91.81	69.73	62.3	2.56	-11.14	-20.11	-31.38	-65.55	-66.17	-69.57	-72.19	-77.55	-3.5	-0.2	-9.78	-2.67	-11.31	13.29	10.36	5.47	-9.55	1.43	0.88	-10.53	-12.08	4.47	-4.61	-6.97	3.02	-6.26	10.88	2.59	8.24	-5.21	1.48	-2.59	1.57	0.37	-25.27	-2.34	-1.42	-5.95	15.78	-4.13	-27.13	0.64	20.77	-7.31	5.55	14.64	-9.41	10.48	-1.06	11.97	-6.97	1.43	-4.99	8.88	-0.67	1.98	21.12	-0.16	0.73	7.84	-7	-2.83	-3.75
x79	0.89	-8.56	-6.05	-12.68	1.02	-12.2	-6.93	-22.89	1.6	-16.36	-23.42	5.05	-6.37	8.84	-0.48	-2.62	-1.06	-4.19	-18.54	7.26	10.01	-5.48	13.64	-6.48	-1.94	-6.22	6.05	-20.21	13.79	-6.97	-12.75	-3.41	3.7	-1.94	-5.58	-18.15	-3.94	6.35	14.5	0.07	-12.42	1.38	2.82	17.94	-10.62	-3.76	15.23	1.12	10.68	-8.22	13.75	-7.62	-8.11	92.24	77.71	72.75	71.22	46.78	30.69	13.59	12.29	-49.73	-56.62	-58.93	-62.17	-76.38	-16.38	12.63	-9.04	3.21	-16.86	9.96	1.68	-1.59	6.29	-0.39	-2.11	-1.73	7.58	7.94	-7.22	-24.45	5.48	-8.83	-9.38	4.94	-9.03	-10.5	-1.21	-5.68	-11.21	-4.46	-21.17	-22.38	4.58	-11.32	24.79	9.23	2.93	9.69
x80	19.37	17.33	-3.51	-3.81	-19.09	6.13	6.68	10.07	-11.73	8.69	-2.46	8.38	5.24	-7.32	13.79	-0.32	-22.95	-7.26	-4.59	1.38	8.45	1.12	0.22	1.88	2.81	-0.97	-23.87	6.1	-0.35	-11.64	2.61	26.31	-13.56	-24.67	6.78	-3.22	11.65	0.14	9.4	-1.35	-12.47	1.26	-10.39	-0.83	-11.86	3.56	-8.51	-1.01	6.16	0.58	-2.32	15.14	3.43	-0.41	-8.25	-4.61	7.18	5.19	4.35	9.71	-7.15	0.82	-10.45	-6.14	-14.52	5.1	-6.88	-16.24	8.75	-6.74	-15.6	-0.24	-3.2	0.74	-10.08	6.32	1.13	-7.95	-4.37	11.15	13.01	4.04	-7.59	11.89	3.95	-1.51	-1.52	-11.36	19.66	-3.1	0.54	6.51	5.59	-0.63	-0.72	-2.13	-2.44	11.21	0.08	-17.4
x81	20.04	-15.94	3.78	1.64	-8.49	12.29	9.2	-4.79	-11.96	0.62	3.68	-1.66	-10.96	-9.89	-15.47	-9.6	-9.73	3.53	6.64	-3.58	-1.22	-7.13	2.22	-22.61	9.91	2.09	2.13	-0.44	4.2	1.04	-0.09	-2.8	16.33	-0.79	-18.21	4.81	-4.24	0.93	15.31	17.33	-8.13	4.13	-2.6	-13.74	5.25	-5.09	10.99	6.76	13.07	0.72	1.58	11.23	7.01	-18.64	2.06	-3.56	-14.78	12.42	-17.28	-1.9	12.74	-0.56	1.32	9.19	-10.16	-3.96	13.08	5.79	7.84	-16.92	22.92	0.16	-13.45	-6.45	5.91	-6.48	-17.03	7.36	-16.77	4.57	-6.39	-10.49	-7	-0.29	8.55	19.3	5.8	1.03	-0.99	-8.62	-11.75	0.22	2.34	0.3	-11.36	11.8	-3.52	-11.3	1	1.82
x82	3.83	-4.12	2.16	-13.65	-2.83	-10.28	3.76	10.15	-10.15	5.23	5.94	7.88	6.86	-9.43	-5.4	14.5	-0.52	-10.38	-6.79	-1.51	-1.59	12.13	7.95	-11.17	-5.46	-1.64	-0.87	5.09	-3.16	-9.59	-3.71	10.84	2.06	-0.63	-1	-13.71	3.52	-11	19.47	4.3	2.48	20.11	-13.6	13.21	10.93	5.54	-1.1	-9.25	11.96	3.11	-2.3	-13.67	8.73	-5.37	19.31	91.71	76.26	49.92	29.53	25.38	-0.85	-2.44	-2.49	-44	-65.87	-0.57	10.22	-0.92	-5	-2.1	-1.65	3.27	4.96	2.76	3.93	5.51	-4.29	-3.98	3.33	12.18	5.07	14.69	-6.43	12.65	9.99	4.34	-1.34	3.53	11.07	-9.09	-8.27	8.68	10.26	9.53	8.26	16.29	11.42	10.46	-9.21	-5.79
x83	-11.59	3.97	-19.46	-0.15	6.39	-1.45	17.59	-16.22	1.84	-1.84	-7.36	8.78	7.34	0.91	0.47	-10.78	-7.32	0.1	-5.45	1.38	-8.18	-4.97	7.33	-6.74	-2.54	-12.23	-1.64	1.9	-0.38	-8.27	8.68	12.86	-3.07	11.34	-3.83	-6.48	1.23	3.41	-5.76	8.69	7.7	0.6	-9.31	3.49	-10.76	-9.6	2.11	-19.68	-8.17	18.84	16.33	7.44	7.12	-0.09	-8.45	-13.08	13.95	-6.66	-22.15	18.65	-12.18	5.49	2.4	-14.32	-0.33	3.74	-12.29	1.56	11.48	-6.87	23.07	-0.51	6.83	-4.83	-12.12	-9.34	0.52	13.07	-0.1	13.77	1.06	-17.16	16.36	-4.1	11.39	18.31	-0.55	2.37	4.9	-1.84	5.61	-13.61	-31.18	-8.11	3.54	5.1	1.09	-8.34	18.27	-9.83
x84	-11.46	2.65	-6.1	3.99	4.61	-16.9	-11.47	-3.47	-8.34	-5.34	-2.71	19.33	12.29	1.57	10.6	-0.33	-21.39	-4.68	-2.58	6.63	-8.16	-3.27	-1.03	-8	7.25	-13.83	0.91	-13.93	3.42	16.94	10.46	-4.16	2.34	-12.31	17.02	6.56	-13.36	-2.5	3.95	5.01	-0.4	-5.57	8.01	9.11	-1.9	0.14	4.79	9.92	-3.03	-3.73	-0.49	-5.52	-7.89	1.35	-6.86	-7.87	12.01	8.36	-12.84	9.26	-0.87	-2.32	19.09	-8.64	0.27	1.61	7.45	-9.42	-10.44	5.88	-8.77	30.14	2.22	-17.43	-0.39	5.77	4.69	3.12	0.79	5.85	-6.31	-11.63	-4.45	-19.52	-15.32	-1.23	-18.23	-3.36	-0.15	-3.15	-16.92	-3.27	-6.56	8.77	5.91	15.83	3.34	-6.75	-3.2	-5.87
x85	-10.86	-6.65	14.29	-9.13	2.86	-2.45	-5.41	0.21	5.73	-7.37	24.08	12.69	-11.84	10.02	-2.58	5.39	-3.45	-5.37	1.28	18.62	-2.36	-0.42	1.09	6.68	48.17	43.37	42.77	39.86	37.1	30.06	30.04	25.87	12.19	-1.51	-6.45	-11.06	-26.36	-36.06	-53.55	-54.32	-75.01	-87.99	-9.79	77.35	71.92	61.25	42.75	39.5	35.53	8.87	4.54	-2.55	-15.59	-16.05	-18.17	-40.48	-43.65	-49.63	-58.87	-66.39	-76.08	-11.98	-3.54	2.15	5.55	-12.02	-0.64	3.05	-2.06	-9.55	-9.88	7.06	-0.15	-6.07	18.92	-12.32	5.56	-18.48	-5.79	1.64	-1.34	1.88	-20.27	1.01	-6.24	-6.69	-13.77	11.22	-5.52	-6.22	17.73	18.74	1.6	-12.22	-7.23	18.6	16.71	-13.06	-10.42	5.85
x86	-1.21	6.72	-6.21	2.34	4.14	-3.8	10.55	-4.48	-2.94	-8.36	-9.12	-12.86	-5.1	6.4	-4.56	-12.78	6.96	-1.32	-2.26	-3.75	2.64	5.83	-4.45	0.27	15.31	-1.95	-2.19	-6.42	17.78	3.65	0.35	0.55	8.55	5.31	-10.74	-6.99	-12.61	-7.43	-8.1	16.59	-2.58	0.11	-18.16	3.54	7.34	6.65	6.43	-3.78	-3.95	-15.07	-1.68	-1.61	11.96	-6.27	2.71	3.65	15.68	-4.36	-23.37	-3.05	23.94	-2.15	-25.69	-12.05	-6.71	-10.5	8.75	-10.45	-5.68	5.43	-2.84	-10.84	-0.4	8.81	-12.03	-3.91	-5.19	9.2	-3.29	-7.43	4.62	-11.97	-0.88	-0.53	1.3	-5.22	-20.62	16.42	-2.57	11.6	9.67	13.07	3.77	5.65	0.72	11.14	-11.11	-9.1	-1.54	11.92
x87	8.02	0.84	-13.64	12.4	-5.43	-15.32	12.8	4.71	10.93	-16.05	0.39	-6.51	-11.34	8.42	18.77	-10.41	-11.93	-13.96	-2.34	26.1	-2.13	-15.54	1.2	9.07	21.75	-4.57	13.03	9.21	4.25	21.4	4.08	0.86	0.07	17.05	-17.69	-0.49	17.93	0.27	-1.05	8.97	3.3	-9	-12.18	-22.92	1.43	-2.4	4.06	2.83	-10.61	-10.05	3.5	-14.55	5.23	-4	2.63	8.43	-15.89	-2.58	-8.77	3.67	16.88	-9.24	-2.6	-12.88	-1.91	10.69	-1.05	5.88	-3.54	-9.89	-24.46	8.27	-5.87	-10.35	11.63	5.17	3.59	15.75	3.24	18.49	-10.39	8.21	-1.76	3.16	14.17	2.29	11.5	10.95	-14.46	-2.42	12.72	1.21	8.37	1.63	-2.42	10.85	10.6	-5.82	2.8	-18.96
x88	13.38	13.99	3.92	-6.55	-0.54	-0.45	0.49	-16.69	60.6	52.78	36.89	27.77	24.06	-27.07	-34.69	-49.54	-52.85	-76.49	-95.46	2.45	-1.81	0.39	-4.63	-15.26	-5.53	11.01	-7.58	5.25	-2.73	-10.14	-5.9	-0.71	-6.4	1.25	6.87	-0.35	-2.12	12.28	6.88	14.56	4.93	9.36	-10.38	6.13	-10.75	23.03	-11.51	3.99	-7.97	-5.05	-18.56	-0.43	3.7	10.85	0.74	6.42	-2.68	92	87.87	80.16	79.24	77.05	47.04	25.15	16.2	14.65	-2.7	-16.64	-32.8	-37.32	-51.96	-55.26	-64.23	-72.7	-84.48	-13.25	-5.41	10.02	21.61	-0.45	-5.37	4.39	7.98	3	8.38	-4.06	8.89	12.07	-2.46	-13.28	-18.18	-7.39	4.26	0.13	2.63	17.14	-14.39	8.9	12.63	-8.52
