X	y0	y1	y2	y3	y4	y5	y6	y7	y8	y9	y10	y11	y12	y13	y14	y15	y16	y17	y18	y19	y20	y21	y22	y23	y24	y25	y26	y27	y28	y29	y30	y31	y32	y33	y34	y35	y36	y37	y38	y39	y40	y41	y42	y43	y44	y45	y46	y47	y48	y49	y50	y51	y52	y53	y54	y55	y56	y57	y58	y59	y60	y61	y62	y63	y64	y65	y66	y67	y68	y69	y70	y71	y72	y73	y74	y75	y76	y77	y78	y79	y80	y81	y82	y83	y84	y85	y86	y87	y88	y89	y90	y91	y92	y93	y94	y95	y96	y97	y98	y99
x60	52.56	52.56	52.56	52.56	52.56	52.56	52.56	43.66	52.56	-25.74	52.56	52.56	52.56	-10.09	52.56	52.56	52.56	52.56	52.56	49.35	52.56	52.56	52.56	52.56	52.56	52.56	0.17	52.56	30.25	52.56	52.56	-2.45	52.56	33.5	-43.79	52.56	7.15	-37.54	52.56	52.56	52.56	58.03	52.56	52.56	13.76	11.36	52.56	52.56	52.56	52.56	20.43	33.37	-33.98	52.56	45.87	-24.7	14.5	43.7	3.49	84.9	5.03	4.57	-34.83	19.24	-11.37	32.93	52.56	52.56	52.56	-5.28	52.56	-20.29	52.56	18.61	52.56	48.92	52.56	11.78	-3.03	27.16	-33.95	-9.65	52.56	52.56	-2.86	52.56	-10.75	20.09	-27.96	-4.43	52.56	25.2	24.09	-15.3	26.41	52.56	-49.11	14.38	6.51	52.56
x61	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-18.95	52.56	43.35	52.56	52.56	52.56	4.78	52.56	52.56	52.56	52.56	52.56	-18.99	52.56	52.56	52.56	52.56	52.56	52.56	-56.42	52.56	5.06	52.56	52.56	55.39	52.56	-9.64	75.85	52.56	-70.62	30.84	52.56	52.56	52.56	21.54	52.56	52.56	-13.64	12.55	52.56	52.56	52.56	52.56	-1.07	-16.86	-42.89	52.56	-51.6	52.11	-19.71	-56.52	-15.17	-2.79	12.74	-10.59	-5.54	-68.16	-30.44	55.46	52.56	52.56	52.56	5.43	52.56	61.97	52.56	-9.87	52.56	-35.49	52.56	41.65	25.07	47.43	-20.05	-30.5	52.56	52.56	-0.07	52.56	-30.49	-6.81	20.91	41.7	52.56	-14.3	16.88	-9.74	4.59	52.56	25.87	-11.19	-11.14	52.56
x62	-33.24	39.84	31.6	-26.49	-87.87	65.24	-35.24	17.92	14.22	17.58	-30.59	-19.92	7.67	-53.91	14.89	-14.75	14.87	11.26	-5.64	34.62	-10.56	-33.79	-22.74	52.76	19.08	22.5	25.84	28.5	-17.43	-3.66	6.61	-46.99	-49.74	-61.21	17.02	1.14	13.22	32.2	-44.39	32.36	50.45	-27.31	39.48	-0.11	27.08	-34.32	-6.26	33.07	42.31	12.59	38.89	-28.55	-4.77	-27.6	44.82	58.92	-41.94	1.45	15.38	38.56	-6.08	-5.71	13.06	-13.98	28.61	43.51	-6.4	6.01	-4.5	-33.02	-57.12	27.97	-27.78	-14.02	-52.78	-11.96	41.1	14.6	52.22	11.88	8.32	-4.98	-1.99	10.78	10.31	-5.93	-59.58	36.71	-31.64	-9.58	16.25	30.85	22.96	28.74	-50.66	-35.72	13.91	-22.92	-35.65	8.67
x63	-13.06	44.2	2.16	14.62	-7.72	-14.32	-29.08	-38.2	-30.96	11.5	-9.8	-39.91	56.11	-7.01	34.88	-31.47	36.38	-18.72	-14.3	-53.77	11.11	-59.77	-6.66	-13.67	5.75	-25.94	-22.69	5.36	51.09	36.37	42.79	-8.78	23.3	14	-18.68	33.76	9.89	27.25	-25.42	1.3	-54.62	20.06	16.15	-99.58	-81.96	-25.26	0.94	50.82	12.52	-41.71	8.8	43.33	-14.04	-29.42	11.02	10.58	18.3	-10.17	-51.37	-7.78	-59.58	-40.93	35.9	-68.76	-39.5	20.71	13.43	23.96	-10.07	3.98	-16.1	-15.42	-53.33	62.81	-5.19	26.65	30	5.44	-6.5	-43.31	0.83	-15.83	-12.24	-21.15	-1.83	4.83	-69.6	-55.21	-34.04	-14.01	10.27	27.88	-28.01	-24.96	-36.88	7.87	13.97	53.12	25.55	-14.63
x64	-5.99	-5.99	-22.38	-5.99	-5.99	11	-5.99	-3.97	-37.13	0.86	-5.99	-5.99	-23.53	-21.01	-5.99	-5.99	-5.18	-5.99	5.82	-8.61	-5.99	-5.99	-5.99	-10.2	61.8	-5.99	19.1	-5.99	50.12	-5.99	-5.99	-8.08	-5.99	19.9	-11.42	4.42	-28.68	-20.4	-5.99	-5.99	25.94	23.16	-5.99	-5.99	20.99	-12.3	-5.99	-5.99	-5.99	-36.22	-5.99	44.36	-5.99	-32.04	-5.99	-5.99	-5.99	-5.99	-11.99	-5.99	-5.99	-5.99	-5.99	-5.99	-7.06	-5.99	5.65	-13.55	-31.96	-5.99	-51.55	-12.78	-20.96	19.21	-6.53	-5.99	22.52	-4.45	-5.99	-42.57	-10.29	47.81	6.48	-4.57	-5.99	-44.73	-5.99	24.69	-5.12	-5.99	15.46	-5.99	-5.99	-5.99	-5.99	26.4	-5.99	-5.99	-5.99	-38.5
x65	52.56	52.56	52.56	52.56	52.56	52.56	52.56	9.1	52.56	33.12	52.56	52.56	52.56	-49.15	52.56	52.56	52.56	52.56	52.56	5.11	52.56	52.56	52.56	52.56	52.56	52.56	-22.64	52.56	-20.65	52.56	52.56	32.62	52.56	77.64	-8.54	52.56	-55.18	24.64	52.56	52.56	52.56	-13.72	52.56	52.56	-34.9	23.42	52.56	52.56	52.56	52.56	-20.21	-56	-36.6	52.56	4.71	-7.92	-12.33	5.62	-2.66	-16.67	26.42	-28.17	-22.06	32.23	-15.9	20.69	52.56	52.56	52.56	0.7	52.56	19.8	52.56	17.54	52.56	-4.14	52.56	-4.64	2.06	4.25	-25.14	16.43	52.56	52.56	-4.87	52.56	11.05	-12.78	17.77	-33.86	52.56	-37.06	51.5	-12.37	-11.74	52.56	7.16	-9.05	-39.97	52.56
x66	-5.99	-5.99	-21.51	-5.99	-5.99	-55.19	-5.99	-22.63	11.52	-9.4	-5.99	-5.99	-26.18	-25.72	-5.99	-5.99	-54.05	-5.99	21.1	-8.29	-5.99	-5.99	-5.99	-53.45	13.85	-5.99	16.7	-5.99	-29.69	-5.99	-5.99	79.53	-5.99	21.5	-41.41	-57.78	-6.33	-40.92	-5.99	-5.99	-22.47	30.03	-5.99	-5.99	9.43	12.7	-5.99	-5.99	-5.99	27.73	-5.99	-51.03	-5.99	-56.51	-5.99	-5.99	-5.99	-5.99	-61.4	-5.99	-5.99	-5.99	-5.99	-5.99	-27.99	-5.99	-3.74	78.31	49.23	-5.99	-12.63	-19.97	29.43	-0.68	39.6	-5.99	12.69	39.48	-5.99	-4.93	-12.58	20.8	-4.85	-15.85	-5.99	15.41	-5.99	52.47	-22.49	-5.99	-27.57	-5.99	-5.99	-5.99	-5.99	-31.15	-5.99	-5.99	-5.99	-1.05
x67	-45.49	50.69	-3.27	-19.19	-27.78	0.8	72.71	36.07	41.37	-37.5	12.6	-1.56	24.82	45.41	-28.14	27.11	2.48	-8.79	-27.7	-17.68	-5.08	38.92	35.38	-34.24	-15.17	49.51	40.51	-44.16	-15.1	-15.85	8.22	5.9	16.54	-17.49	-31.61	-5.29	6.08	-12.51	1.32	-0.16	-36.53	13.42	-33.06	-28.99	-13.13	-20.06	-13.98	7.4	-0.12	-6.46	22.26	19.46	36.41	53.01	11.72	1.06	12.9	-42.2	-18.08	-17.21	-14.26	-25.97	-0.62	-60.33	-20.99	26.83	-7.82	33.38	-47.13	-51.25	-5.62	-18.22	-72.92	8.24	-16.87	-25.97	-3.02	1.09	-29.64	-22.32	47.69	28.93	-4.47	-51.93	4.92	11.77	-29.42	6.51	-47.88	-36	-31.82	0.33	8.98	-3.87	-34.86	-18.44	-24.01	27.52	2.23	24.31
x68	-8.36	-0.98	35.25	-33.84	8.35	48.47	-70.02	-33.54	-7.87	-42.81	-2.15	-31.21	62.94	-16.06	3.55	-17.04	-1.97	0.61	-55.91	2.1	-77.61	-35.79	-44.16	-19.47	-32.44	-17.93	-39.68	-22.88	-18.34	-9.3	-17.61	-23.74	49.66	12.43	57.51	79.88	-1.77	57.52	20.04	-6.13	23.37	-2.8	19.24	17.48	-29.77	-3.11	15.38	0.1	-19.23	17.66	-20	-31.18	6.05	-5.71	20.32	-32.33	17.02	4.68	-60.61	-1.96	-0.18	22.74	21.76	27.18	-10.25	1.98	67.64	-10.32	12.45	-10.67	33.91	13.43	-2.54	-24.47	-11.24	15.29	32.28	11.67	-29.05	-13.7	-5.87	-41.67	28.33	-0.33	-25	-37.52	0.59	28.96	-24.47	16.71	0.65	21.18	21.14	27.31	-74.69	-11.26	-15.38	33.86	-9.34	-18.93
x69	-5.99	-5.99	-13.89	-5.99	-5.99	-15.62	-5.99	28.66	-1.93	-23.4	-5.99	-5.99	46.24	28.39	-5.99	-5.99	5.58	-5.99	7.46	24.89	-5.99	-5.99	-5.99	-20.11	-0.73	-5.99	36.18	-5.99	-10.6	-5.99	-5.99	29.03	-5.99	-4.71	17.94	-8.89	-38.22	6.06	-5.99	-5.99	-21.01	17.94	-5.99	-5.99	18.17	-7.16	-5.99	-5.99	-5.99	-8.25	-5.99	36.29	-5.99	27.18	-5.99	-5.99	-5.99	-5.99	11.17	-5.99	-5.99	-5.99	-5.99	-5.99	-9.72	-5.99	4.72	35.11	5.64	-5.99	24.18	17.13	14.59	-18.51	-32.71	-5.99	-7.31	16.44	-5.99	24.45	2.9	-0.74	-7.57	-1.62	-5.99	9.5	-5.99	35.28	4.69	-5.99	-47.63	-5.99	-5.99	-5.99	-5.99	-0.22	-5.99	-5.99	-5.99	24.81
x70	-5.99	-5.99	-21.8	-5.99	-5.99	30.05	-5.99	-6.39	37.38	-19.14	-5.99	-5.99	-10.82	-46.63	-5.99	-5.99	-55.18	-5.99	-23.42	18.12	-5.99	-5.99	-5.99	-19.46	-15.93	-5.99	51.12	-5.99	70.14	-5.99	-5.99	19.56	-5.99	-20.13	26.57	-28.47	12.05	-16.24	-5.99	-5.99	-1.55	19.02	-5.99	-5.99	23.24	-15.03	-5.99	-5.99	-5.99	6.44	-5.99	8.1	-5.99	-35.26	-5.99	-5.99	-5.99	-5.99	-27.23	-5.99	-5.99	-5.99	-5.99	-5.99	-24.33	-5.99	0.26	26.44	-21.26	-5.99	-22.27	-36.6	33.44	-8.53	-1.45	-5.99	-44.46	11.59	-5.99	-31.88	-41.75	36.03	-5.05	-62.01	-5.99	-3.87	-5.99	-47.05	48.1	-5.99	10.52	-5.99	-5.99	-5.99	-5.99	1.64	-5.99	-5.99	-5.99	-29.62
x71	-0.7	-28.83	-11.72	-18.12	-23.56	50.78	14.5	35.8	-20.39	-12.28	-17.17	-31.17	-24.64	-22.01	33.28	31.26	4.07	-0.36	37.77	-51.07	-35.51	67.48	14.96	20.79	-5.35	-16.77	-12.87	19.77	31.18	66.15	-64.11	34.51	53.61	8.91	-32.36	-11.11	2.61	-14.83	-63.63	-24.33	10.81	7.19	21.42	-23.36	9.14	25.84	-12.6	21.84	4.44	7.76	16.75	74.4	12.95	16.64	-6.91	-47.08	-38.47	-10.64	9	-13.45	-48.85	-39.22	-5.21	16.59	-11.28	-6.42	63.63	2.44	-40.53	-44.87	2.17	14.92	9.3	-5.78	-1.26	13.01	27.39	5.59	-33.24	-23.66	-76.59	30.32	46	1.81	29.16	-15.97	-10.41	3.75	-9.34	-13.33	-31.64	-22.68	12.27	-7.52	31.2	9.68	-4.78	25.93	-36.12	-9.35
x72	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-30.97	52.56	58.05	52.56	52.56	52.56	6.45	52.56	52.56	52.56	52.56	52.56	77.92	52.56	52.56	52.56	52.56	52.56	52.56	18.8	52.56	85.48	52.56	52.56	-34.98	52.56	76.96	-27.16	52.56	-32.87	-58.18	52.56	52.56	52.56	-39.19	52.56	52.56	36.63	22.72	52.56	52.56	52.56	52.56	-7.84	-25.24	-13.59	52.56	14.17	-21.07	-8.67	9.77	-67.04	-44.09	15.51	-76.16	9.54	-16.16	-14.38	44.55	52.56	52.56	52.56	-4.15	52.56	-9.41	52.56	-46.54	52.56	-13.82	52.56	47.52	-33.64	22.49	8.77	-3.85	52.56	52.56	8.15	52.56	-36.36	-0.63	-14.67	0.46	52.56	-20.88	-58.9	-13.78	28.28	52.56	15.05	23.39	11.36	52.56
x73	52.56	52.56	52.56	52.56	52.56	52.56	52.56	-13.7	52.56	46.14	52.56	52.56	52.56	17.33	52.56	52.56	52.56	52.56	52.56	10.89	52.56	52.56	52.56	52.56	52.56	52.56	14.22	52.56	-48.94	52.56	52.56	-12.1	52.56	-15.97	4.11	52.56	3.75	4.27	52.56	52.56	52.56	21.64	52.56	52.56	18.82	-18.19	52.56	52.56	52.56	52.56	-1.35	4.4	-11.85	52.56	-4.86	-23.74	-41.63	-44.45	56.93	-34.21	25.15	-42.4	10.39	-42.79	-16.49	-50.42	52.56	52.56	52.56	-17.37	52.56	-39.02	52.56	-21.54	52.56	13.22	52.56	-24.93	14.54	-35.21	15.11	10.53	52.56	52.56	19.66	52.56	28.81	-24.98	-32.65	-66.08	52.56	-23.97	58.43	28.88	-6.67	52.56	28.25	-1.38	-21.93	52.56
x74	-5.99	-5.99	25.75	-5.99	-5.99	9.42	-5.99	9.43	22.97	62.95	-5.99	-5.99	17.22	27.9	-5.99	-5.99	14.63	-5.99	-6.41	-4.79	-5.99	-5.99	-5.99	-38.66	5.71	-5.99	9.35	-5.99	16.84	-5.99	-5.99	12.95	-5.99	18.45	-10.67	-7.25	-52.3	32.58	-5.99	-5.99	35.81	-3.72	-5.99	-5.99	45.8	18.82	-5.99	-5.99	-5.99	-13.18	-5.99	-1.41	-5.99	27.29	-5.99	-5.99	-5.99	-5.99	-6.08	-5.99	-5.99	-5.99	-5.99	-5.99	-10.44	-5.99	-7.92	3.07	32.16	-5.99	20.86	-3.65	-5.99	-32.86	7.44	-5.99	-41.97	-24.25	-5.99	-12.65	33.35	21.31	45.79	-4.76	-5.99	-2.71	-5.99	-31.16	3.82	-5.99	-5.12	-5.99	-5.99	-5.99	-5.99	13.96	-5.99	-5.99	-5.99	-11.35
x75	-5.99	-5.99	32.5	-5.99	-5.99	17.08	-5.99	-1.02	36.5	39.64	-5.99	-5.99	24.14	-44.3	-5.99	-5.99	44.67	-5.99	-22.66	-40.25	-5.99	-5.99	-5.99	-30.77	51.39	-5.99	-1.15	-5.99	-21.98	-5.99	-5.99	-44.2	-5.99	-9.42	-13.49	-21.19	-41.7	6.01	-5.99	-5.99	-18.4	-15.09	-5.99	-5.99	31.8	-54.92	-5.99	-5.99	-5.99	-37.46	-5.99	28.77	-5.99	-44.12	-5.99	-5.99	-5.99	-5.99	-15.16	-5.99	-5.99	-5.99	-5.99	-5.99	48.47	-5.99	50.73	39.81	-31.54	-5.99	-36.77	8.73	46.83	20.2	-18.19	-5.99	41.18	5.76	-5.99	-42.3	14.34	-32.83	59.11	37.31	-5.99	34.05	-5.99	35.79	-10.82	-5.99	-29.68	-5.99	-5.99	-5.99	-5.99	38.05	-5.99	-5.99	-5.99	-68.18
x76	10.79	43.8	23.22	-0.28	-20.7	21.91	4.49	11.71	24.22	6.04	-32.28	33.21	-50.09	28.2	24.73	-12.43	51.44	-0.68	45.35	6.36	70.34	22.69	32.32	-6	21.03	-3.75	-41.7	18.2	16.03	-50.8	11.31	-21.68	-7.97	6.98	8.7	-24.89	-9.66	-32.26	35.41	12.59	26.93	-35.8	-36.31	32.94	-23.22	-12.92	17.26	-47.99	-4.15	31.68	73.01	-59.47	-46.72	9.82	-72.36	-8.61	11.76	34.77	-35.09	-27.78	-10.8	4.7	10.36	11.01	-4.02	-22.64	-1.45	7.46	12.6	1.04	-35.24	17.72	-31.55	-40.08	-36.15	-46.5	-9.49	28.08	44.37	-17.6	33.94	49.19	9.95	-33.51	-2.94	-22.86	-51.09	-65.19	-43.45	-33.69	12.84	26.29	33.6	-25.59	-17.61	-15.36	-46.82	29.72	-37.11	11.28
x77	-5.99	-5.99	-14.98	-5.99	-5.99	21.01	-5.99	-19.71	17.29	56.81	-5.99	-5.99	11.26	18.05	-5.99	-5.99	-6.15	-5.99	22.41	-60.38	-5.99	-5.99	-5.99	45.79	12.62	-5.99	0.55	-5.99	-45.24	-5.99	-5.99	-23.6	-5.99	-56.48	14.04	-11.69	0.61	-2.36	-5.99	-5.99	-17.32	-28.71	-5.99	-5.99	-1.58	-32.75	-5.99	-5.99	-5.99	-5.41	-5.99	11.68	-5.99	-5.44	-5.99	-5.99	-5.99	-5.99	-28.93	-5.99	-5.99	-5.99	-5.99	-5.99	69.86	-5.99	11.05	-18.05	-4.51	-5.99	41.57	27.58	40.73	-2.8	-35.45	-5.99	35.68	6.28	-5.99	-41.86	-40.7	-0.34	41.41	-45.24	-5.99	2.48	-5.99	6.24	22.14	-5.99	-1.08	-5.99	-5.99	-5.99	-5.99	-39.05	-5.99	-5.99	-5.99	-17.38
x78	-5.99	-5.99	-10.33	-5.99	-5.99	-20.46	-5.99	-32.03	18.26	16.33	-5.99	-5.99	0.5	-6.79	-5.99	-5.99	-6.15	-5.99	37.93	19.45	-5.99	-5.99	-5.99	-7.75	-47.34	-5.99	0.77	-5.99	-6.09	-5.99	-5.99	-6.14	-5.99	-15.58	-49.02	-29.04	58.06	5.63	-5.99	-5.99	-25.3	17.65	-5.99	-5.99	-7.29	45.43	-5.99	-5.99	-5.99	35.08	-5.99	4.36	-5.99	8.59	-5.99	-5.99	-5.99	-5.99	-39.88	-5.99	-5.99	-5.99	-5.99	-5.99	-1.08	-5.99	39.72	-27.66	27.93	-5.99	-19.06	-30.67	5.3	-26.52	12.47	-5.99	-31.65	-26.78	-5.99	-61.38	19.62	-7.85	11.07	27.03	-5.99	33.59	-5.99	42.27	24.63	-5.99	15.05	-5.99	-5.99	-5.99	-5.99	-7.16	-5.99	-5.99	-5.99	-14.98
x79	-5.99	-5.99	-40.48	-5.99	-5.99	-18.2	-5.99	34.72	14.49	-73.52	-5.99	-5.99	21.37	42.44	-5.99	-5.99	61.3	-5.99	-15.42	-23.82	-5.99	-5.99	-5.99	0.67	26.65	-5.99	19.05	-5.99	-58.53	-5.99	-5.99	6.24	-5.99	-38.03	-30.14	-7.37	-4.73	27.07	-5.99	-5.99	-8.41	-13.29	-5.99	-5.99	28.62	28.71	-5.99	-5.99	-5.99	-7.22	-5.99	-36.99	-5.99	-15.42	-5.99	-5.99	-5.99	-5.99	23.52	-5.99	-5.99	-5.99	-5.99	-5.99	19.64	-5.99	33.38	-13.42	-6.35	-5.99	21.6	11.52	-8.02	-19.01	45.66	-5.99	36.56	-3.22	-5.99	-22.25	-34.1	-14.1	-16.26	-35.03	-5.99	-40.14	-5.99	-6.06	-11.26	-5.99	-14.49	-5.99	-5.99	-5.99	-5.99	-3	-5.99	-5.99	-5.99	-12.7
x80	-5.99	-5.99	3.92	-5.99	-5.99	22.72	-5.99	-0.51	7.1	-23.11	-5.99	-5.99	-31.35	6.19	-5.99	-5.99	21.52	-5.99	-31.63	32.81	-5.99	-5.99	-5.99	8.18	3.38	-5.99	17.7	-5.99	28.67	-5.99	-5.99	23.24	-5.99	-24.12	-14.51	-42.95	-36.53	-54.63	-5.99	-5.99	12.92	-23.4	-5.99	-5.99	58.57	-21.6	-5.99	-5.99	-5.99	-7.03	-5.99	6.43	-5.99	0.07	-5.99	-5.99	-5.99	-5.99	37.48	-5.99	-5.99	-5.99	-5.99	-5.99	-50.82	-5.99	29.49	-44.2	-22.65	-5.99	-33.67	-3.26	-7.5	43.7	33.97	-5.99	-37.87	4.05	-5.99	3.56	12.3	-8.67	11.94	3.26	-5.99	-25.84	-5.99	-45.83	-13.32	-5.99	-51.5	-5.99	-5.99	-5.99	-5.99	26.29	-5.99	-5.99	-5.99	40.23
x81	9.3	19.57	2.31	-68.5	-18.84	13.7	10.76	18.83	-5.74	16.35	-83.78	35.17	-6.02	-33.65	9.06	44.95	33.83	-20.72	5.22	52.7	0.47	12.57	11.68	1.46	18.29	13.03	-58.02	-22.03	9.26	-20.66	-21.75	20.93	-19.39	18.76	16.52	59.91	64.63	-22.14	-32.94	-42.27	-26.65	42.09	-23.34	52.83	63.24	-45.04	36.38	-15.41	-0.92	-44.6	-4.77	26.11	-29.39	-43.68	-32.06	-12.49	54.43	-21.86	1.3	-12.34	23.58	-0.04	32.26	-2.53	23.5	17.5	14.05	-18.56	-29.73	1.33	2	-1.34	-27.96	43.29	-61.84	-18.32	-16.75	42.2	-13.11	22.35	-35.76	32.11	25.75	-6.19	0.71	-30.28	-11.84	-66.34	-29.88	-41.49	17.48	-25.64	-16.68	-6.87	7.65	7.5	29.41	18.97	8.38	7.24
x82	-5.99	-5.99	41.08	-5.99	-5.99	-19.39	-5.99	-62.58	33.45	39.39	-5.99	-5.99	-14.67	-84.92	-5.99	-5.99	-37.41	-5.99	6.82	14.03	-5.99	-5.99	-5.99	-28.42	-32.14	-5.99	34.65	-5.99	-12.15	-5.99	-5.99	17.23	-5.99	26.88	31.49	19.31	-26.51	-4.77	-5.99	-5.99	-26.57	-39.73	-5.99	-5.99	12.75	39.52	-5.99	-5.99	-5.99	9.95	-5.99	-14.93	-5.99	-16.6	-5.99	-5.99	-5.99	-5.99	-49.42	-5.99	-5.99	-5.99	-5.99	-5.99	-20.62	-5.99	69.36	-2.03	-22.69	-5.99	18.15	39.97	16.59	39.12	8.75	-5.99	10.68	67.84	-5.99	10.01	33.09	-24.07	12.9	-48.75	-5.99	53.56	-5.99	-35.16	14.99	-5.99	-11.07	-5.99	-5.99	-5.99	-5.99	43.38	-5.99	-5.99	-5.99	21.93
x83	-5.99	-5.99	-33.87	-5.99	-5.99	7.02	-5.99	-10.46	-28.65	2.49	-5.99	-5.99	-1.61	-42.83	-5.99	-5.99	2.99	-5.99	0.74	-33.25	-5.99	-5.99	-5.99	37.87	-3.07	-5.99	36.47	-5.99	-10.91	-5.99	-5.99	-18.54	-5.99	-1.18	2.18	-10.57	-52.47	1.27	-5.99	-5.99	-29.91	18.69	-5.99	-5.99	-5.25	14.03	-5.99	-5.99	-5.99	26.49	-5.99	48.81	-5.99	-86.47	-5.99	-5.99	-5.99	-5.99	33.77	-5.99	-5.99	-5.99	-5.99	-5.99	-12.39	-5.99	15.39	33.77	-48.46	-5.99	-30.94	-23.64	-27.62	-12.59	29.13	-5.99	10	14.27	-5.99	-16.71	-19.75	31.62	-1.14	-23.67	-5.99	-42.73	-5.99	53.14	-64.09	-5.99	43.25	-5.99	-5.99	-5.99	-5.99	8.02	-5.99	-5.99	-5.99	5.73
x84	-32.74	-7.18	-12.33	-50.39	-57.85	-5.44	15.54	-32.02	20.99	9	3.55	31.33	4.75	-2.01	-32.45	-9.28	-8.91	-28.42	16.32	-10.08	-15.56	-32.54	-5.38	-67.5	-17.19	33.91	7.18	-24.29	28.37	11.73	30.4	6.48	6.18	-9.53	43.11	-19.62	-49.6	-7.91	-14.43	-35.54	46.41	-5.38	-17.59	-0.07	11.96	-31.19	-37.11	26.74	-10.06	15.69	-17.33	34.43	-37.67	-1.1	-13.03	4.49	33.75	-7.37	-9.75	-15.61	-32.47	15.39	-31.85	16.3	-24.86	-2.76	58.96	20.43	-30.69	-42.42	10.35	26.76	47.28	38.27	-50.33	-40.18	-27.8	-8.44	-45.61	-16.74	-43.69	-28.71	22.85	-22.73	10.32	-14.8	-28.41	-43.56	57.52	-14.84	4.61	43.3	69.04	4.79	3.72	-42.19	30.31	-26.47	-19.68	-3.72
x85	-27.31	4.73	-20.91	53.45	-19.3	12.63	-28.27	-23.29	-39.35	25.95	-29.82	-39.05	47.17	8.35	2.51	-0.05	33.17	-0.41	-3.9	-15.48	-42.03	30.95	-13.78	4.99	-29.49	-18.87	4.77	34.35	-13.28	12.53	28.11	45.67	40.96	5.98	17.66	2.29	20.18	-14.95	-20.3	20.03	-21.91	12.75	15.16	13.13	-34.3	-9.61	55.66	-8.47	-14.82	22	42.56	1.03	15.92	9.61	-63.97	-21.28	-12	9.11	0.87	-11.01	6.48	-55.12	-2.87	31.45	-53.7	7.87	-28.54	37.11	29.89	32.92	-16.99	-30.17	-10.93	7.14	-30.89	4.13	-15.49	6.35	-29.58	-17.68	55.97	-55.45	-87.82	-13.66	-12.3	56.22	-44.54	17.9	7.93	-6.02	11.74	3.65	-20.03	-2.32	51.29	-0.99	14.96	-12.61	-20.1	-16.85
x86	52.56	52.56	52.56	52.56	52.56	52.56	52.56	35.65	52.56	-21.01	52.56	52.56	52.56	42.38	52.56	52.56	52.56	52.56	52.56	-2.77	52.56	52.56	52.56	52.56	52.56	52.56	30.49	52.56	66.34	52.56	52.56	-37.76	52.56	7.14	-3.18	52.56	15.35	33.09	52.56	52.56	52.56	-12.95	52.56	52.56	12.48	23.4	52.56	52.56	52.56	52.56	-49.62	-12.58	-47.79	52.56	-20.36	16.75	-15.79	-28.53	9.13	-10.88	-20.72	9.96	0.04	-21.98	42.86	-48.76	52.56	52.56	52.56	17.93	52.56	-19.41	52.56	4.13	52.56	-39.04	52.56	-46.73	11.94	1.22	19.76	-21.21	52.56	52.56	-28.16	52.56	-13.31	-1.02	-40.91	-3.61	52.56	19.07	-4.26	24.05	4.15	52.56	-13.45	-43.43	17.18	52.56
x87	-5.99	-5.99	35.08	-5.99	-5.99	-12.15	-5.99	-10.35	-23.18	-46.58	-5.99	-5.99	27.55	19.53	-5.99	-5.99	25.06	-5.99	18.47	46.42	-5.99	-5.99	-5.99	-22.74	-35.14	-5.99	-14.12	-5.99	39.18	-5.99	-5.99	48.74	-5.99	2.97	-25.7	-5.04	29.2	7.13	-5.99	-5.99	-49.91	-17.8	-5.99	-5.99	-32.6	-28.07	-5.99	-5.99	-5.99	-33.76	-5.99	-20.45	-5.99	-22.25	-5.99	-5.99	-5.99	-5.99	-62.13	-5.99	-5.99	-5.99	-5.99	-5.99	2.33	-5.99	-21.61	27.64	58.57	-5.99	33.3	-22.1	-35.37	24.4	-24.46	-5.99	-3.95	-49.5	-5.99	-23.43	-0.3	0.42	-13.99	-49.17	-5.99	-20.35	-5.99	-46.9	2.42	-5.99	-15.42	-5.99	-5.99	-5.99	-5.99	-9.42	-5.99	-5.99	-5.99	-9.56
x88	-5.99	-5.99	-30.69	-5.99	-5.99	-25.91	-5.99	-28.01	-58.32	-21.05	-5.99	-5.99	-17.14	52.98	-5.99	-5.99	-10.02	-5.99	-2.76	-18.56	-5.99	-5.99	-5.99	-20.56	35.6	-5.99	11.73	-5.99	-27.61	-5.99	-5.99	27.96	-5.99	-56.25	33.42	26.98	-23.11	2.99	-5.99	-5.99	-19.58	8.89	-5.99	-5.99	21.07	12	-5.99	-5.99	-5.99	-6.82	-5.99	-66.85	-5.99	4.24	-5.99	-5.99	-5.99	-5.99	20.12	-5.99	-5.99	-5.99	-5.99	-5.99	75.5	-5.99	1.95	-30.13	19.41	-5.99	-56.73	4.6	16.26	5.41	39.51	-5.99	4.76	-34.23	-5.99	-46.94	-12.86	-5.45	-38.6	0.64	-5.99	-15.51	-5.99	51	1.57	-5.99	25.19	-5.99	-5.99	-5.99	-5.99	26.36	-5.99	-5.99	-5.99	29.97
